link_id,interval_nVehContrib,interval_harmonicMeanSpeed
28413844,6695.0,58.425
508115745,4544.0,64.8083
508115768,4649.0,63.1333
508115808,7164.0,61.0083
508137802,5072.0,53.9417
508479370#1,4805.0,65.6333
52286756#1,5531.0,64.3583
544296215#0,3837.0,68.1667
544296216-AddedOffRampEdge,5139.0,64.4083
544296218#0,3951.0,66.9833
544296218#1-AddedOnRampEdge,4143.0,66.4583
544296218#2,4981.0,66.5667
619042896-AddedOffRampEdge,4119.0,67.3083
619042916,5271.0,64.3333
619042919,3053.0,64.5917
619042921,5995.0,64.375
619042924,4203.0,63.075
849833093,5141.0,64.225
851550873,4123.0,65.075
851552197,3283.0,65.575
851556422,3890.0,59.2167
