link_id,interval_nVehContrib,interval_harmonicMeanSpeed
157607510,1845.0,68.7083
157607513#1,2573.0,66.6583
157607517,1814.0,66.5583
157607604-AddedOnRampEdge,1486.0,67.9667
172165117,1926.0,67.8583
28414195,2269.0,63.3667
28414204#0,2526.0,65.2167
28414349#1,1770.0,68.5833
28464124,2129.0,68.4833
28464126#1,3082.0,64.8667
301865758,2506.0,64.725
301865760,2268.0,66.6917
30959001,897.0,64.9417
360948375,1798.0,67.0667
363648766#1-AddedOnRampEdge,1839.0,66.4667
395439802,1862.0,67.725
395439805,1817.0,67.3917
508479313#0,1733.0,63.5917
508479317,1898.0,70.8083
508479326,2015.0,66.2667
508479332#0,2001.0,69.1
508479336,2438.0,64.4083
508479355,2143.0,69.3167
508479365#0,3112.0,67.425
508479370#0,2524.0,65.5083
508479370#1,2311.0,67.85
509721008,2347.0,61.3083
509721010#0-AddedOnRampEdge,2836.0,65.1833
552603209,3188.0,68.55
687721970,1983.0,65.4
687721973,1012.0,69.975
850376107,1132.0,68.1708
850378488,851.0,66.975
850395062,2116.0,64.8083
850746591,775.0,65.2042
851553864,2265.0,63.6417
851555734,2523.0,58.0667
851560451,1959.0,67.3917
851561436,2273.0,67.575
851568240,2116.0,71.5
867203204,1719.0,71.0667
