link_id,interval_nVehContrib,interval_harmonicMeanSpeed
11479094,844.0,67.5167
119271213,1486.0,67.8583
119271337,1486.0,67.9667
119271346,2177.0,68.0417
119271357,1201.0,66.775
123555214,603.0,67.0333
123555228,2336.0,65.1125
123555236,1486.0,67.9667
123592887#0,768.0,66.7333
123592887#1-AddedOffRampEdge,1422.0,58.9583
123592924#1,889.0,66.925
123867439#1-AddedOnRampEdge,3091.0,68.275
123867446#1,2233.0,67.975
123867452,1843.0,68.6917
123867453#0,1168.0,68.1417
123867454,1560.0,61.2917
124952143-AddedOnRampEdge,1554.0,68.85
124952169,1786.0,66.2583
155667053,1823.0,66.6583
156778691,866.0,66.0875
157593042,1878.0,67.2667
157607510,1845.0,68.7083
157607513#1,2573.0,66.6583
157607517,1814.0,66.5583
157607604-AddedOnRampEdge,1486.0,67.9667
157782133,3098.0,63.9333
157782136#0,2124.0,69.0667
157782136#1-AddedOnRampEdge,2113.0,69.5917
157806285,3203.0,69.4583
158623068#0,918.0,68.2333
158623068#1,1574.0,64.65
172165117,1926.0,67.8583
184867222#0,1495.0,66.9125
184867243,1486.0,67.9667
22372547,1307.0,68.2917
22372559,1316.0,68.1833
23798287,3260.0,63.5583
23798288#1,3444.0,65.2167
23807074,1686.0,70.2
23807652#1,2434.0,66.4083
23807653#1,1808.0,69.2
23820853#1,1557.0,68.3833
23955194#0,1584.0,66.75
23955194#1,1678.0,64.6167
23955194#2,1452.0,66.15
24167679#1,3020.0,60.5917
25029732#2,1779.0,64.4833
25657136,1328.0,67.7667
26230999#1,1552.0,59.525
27829301#1,2745.0,68.1875
27829315#1,2925.0,69.1333
27829315#1-AddedOnRampEdge,3066.0,66.775
28317586#1,2465.0,64.2417
28317747,1239.0,66.1611
28317945,1815.0,69.3917
28319413#2,1185.0,66.6583
28319423#0,1444.0,66.1208
28319423#1-AddedOffRampEdge,2163.0,63.8083
28319423#2,1305.0,67.4333
28319616,1195.0,67.5417
28319618#1,1632.0,67.2583
28357386,1457.0,70.1917
28357402,1797.0,64.6833
28357482,773.0,67.4833
28357727#0,1870.0,65.4333
28357727#0-AddedOffRampEdge,1419.0,64.1417
28357727#1,2078.0,68.3417
28358874#1,4759.0,63.7083
28358875#1,2961.0,62.0917
28358961,2918.0,66.1583
28359025-AddedOnRampEdge,2435.0,65.7
28359059#1,2973.0,69.825
28378884#0,2736.0,68.5083
28378888#1-AddedOnRampEdge,2680.0,65.9
28379295,1927.0,60.4083
28379297,1689.0,66.1083
28396115#1,1831.0,65.4917
28413844,3995.0,63.075
28414195,2269.0,63.3667
28414204#0,2526.0,65.2167
28414349#1,1770.0,68.5833
28433582,2273.0,67.4667
28433597,1763.0,64.6167
28433664#1,1506.0,66.8583
28433666#1,1998.0,68.5917
28433994#1,1592.0,64.3542
28434077,1812.0,64.4833
28435047,1489.0,66.9375
28435048,1512.0,63.575
28435496,1854.0,68.325
28435573,2272.0,65.5
28437104,1277.0,63.9208
28437190#1,1894.0,67.375
28437207,1761.0,64.7333
28464124,2129.0,68.4833
28464126#1,3082.0,64.8667
28464667,2420.0,69.5667
28464668#1,2362.0,63.6333
28464671-AddedOffRampEdge,2487.0,63.0
28464671-AddedOnRampEdge,2228.0,63.475
28665765,1485.0,67.8083
28665770#0,1486.0,67.8583
301865758,2506.0,64.725
301865760,2268.0,66.6917
30583337,1485.0,67.8083
30959001,897.0,64.9417
30959012,1701.0,68.8792
326409095#1,1311.0,67.2
33104348#0,2391.0,68.075
334904727,1617.0,67.2958
360948375,1798.0,67.0667
363634378,2339.0,69.1083
363648766#1-AddedOnRampEdge,1839.0,66.4667
366053237,2148.0,69.6083
367132265,949.0,68.1042
394385111,3542.0,63.275
394385113,2906.0,63.275
394385114#1,1377.0,69.1583
394449801#0,2176.0,67.9958
394449801#1,3268.0,65.1708
394449803,3080.0,67.8833
395336979,1486.0,67.8583
395336990,1486.0,67.8583
395337004,2392.0,68.1417
395343261,1672.0,65.65
395343763,775.0,67.7833
395354964#0,2252.0,68.475
395354964#1,2314.0,68.3083
395354964#2,2202.0,68.7333
395362577,1324.0,66.6083
