link_id,interval_nVehContrib,interval_harmonicMeanSpeed
157607510,1029.0,68.075
157607513#1,1369.0,67.0083
157607517,1193.0,66.4583
157607604-AddedOnRampEdge,607.0,68.0083
172165117,864.0,68.0583
28414195,1520.0,63.7833
28414204#0,1115.0,67.2167
28414349#1,919.0,68.425
28464124,1161.0,68.2417
28464126#1,1889.0,63.3417
301865758,1538.0,64.325
301865760,1423.0,66.6208
30959001,541.0,64.6833
360948375,1004.0,66.7083
363648766#1-AddedOnRampEdge,974.0,65.9
395439802,753.0,67.2083
395439805,867.0,67.2917
508479313#0,1056.0,63.5667
508479317,851.0,70.1
508479326,1043.0,65.35
508479332#0,911.0,68.9333
508479336,1446.0,64.925
508479355,1207.0,68.6167
508479365#0,2287.0,71.6083
508479370#0,1726.0,66.1583
508479370#1,1242.0,67.7167
509721008,1671.0,61.3833
509721010#0-AddedOnRampEdge,1756.0,63.5833
552603209,1609.0,68.8583
687721970,1315.0,65.475
687721973,617.0,69.4167
850376107,760.0,68.25
850378488,537.0,67.025
850395062,1306.0,64.1
850746591,551.0,65.3417
851553864,1262.0,65.7583
851555734,1263.0,56.3083
851560451,798.0,66.275
851561436,1520.0,67.8417
851568240,1127.0,71.4083
867203204,953.0,70.7083
