link_id,interval_nVehContrib,interval_harmonicMeanSpeed
157607510,3350.0,69.6167
157607513#1,4424.0,50.4667
157607517,3285.0,66.975
157607604-AddedOnRampEdge,2756.0,66.4
172165117,4114.0,62.575
28414195,4145.0,61.8083
28414204#0,5398.0,54.1667
28414349#1,3405.0,69.2083
28464124,4728.0,64.625
28464126#1,5210.0,59.3333
301865758,4317.0,63.4833
301865760,4213.0,63.8125
30959001,1679.0,65.6375
360948375,3285.0,63.95
363648766#1-AddedOnRampEdge,3735.0,59.725
395439802,4457.0,57.2667
395439805,3921.0,64.3583
508479313#0,3719.0,57.7667
508479317,4425.0,62.9917
508479326,4541.0,59.45
508479332#0,4180.0,63.8917
508479336,4111.0,62.05
508479355,2934.0,67.3417
508479365#0,5134.0,64.95
508479370#0,4435.0,64.0417
508479370#1,4805.0,65.6333
509721008,3925.0,61.2083
509721010#0-AddedOnRampEdge,4808.0,61.1333
552603209,5529.0,64.1667
687721970,3125.0,65.2083
687721973,1609.0,68.825
850376107,1715.0,68.7625
850378488,1686.0,67.7083
850395062,3887.0,65.25
850746591,1128.0,65.3958
851553864,4881.0,59.0417
851555734,5653.0,53.0583
851560451,4718.0,59.725
851561436,3820.0,65.1167
851568240,3623.0,67.75
867203204,3508.0,71.3167
