link_id,interval_nVehContrib,interval_harmonicMeanSpeed
28413844,2146.0,62.6917
508115745,1381.0,68.7972
508115768,2089.0,67.25
508115808,2257.0,62.8917
508137802,1928.0,53.2333
508479370#1,1242.0,67.7167
52286756#1,1609.0,69.025
544296215#0,1017.0,68.5833
544296216-AddedOffRampEdge,1201.0,68.825
544296218#0,1369.0,66.4083
544296218#1-AddedOnRampEdge,1307.0,68.025
544296218#2,1512.0,67.5417
619042896-AddedOffRampEdge,1109.0,68.3917
619042916,2183.0,66.45
619042919,1359.0,64.4333
619042921,2130.0,67.7
619042924,1972.0,63.1333
849833093,1202.0,68.6583
851550873,1111.0,69.0417
851552197,1270.0,65.8389
851556422,1551.0,59.3417
