link_id,interval_nVehContrib,interval_harmonicMeanSpeed
11479094,255.0,67.175
119271213,606.0,67.9333
119271337,607.0,68.0083
119271346,857.0,67.3167
119271357,493.0,67.9
123555214,241.0,67.1333
123555228,1411.0,65.0
123555236,607.0,68.0083
123592887#0,760.0,66.1292
123592887#1-AddedOffRampEdge,781.0,65.425
123592924#1,349.0,66.9333
123867439#1-AddedOnRampEdge,1796.0,66.95
123867446#1,1253.0,67.6667
123867452,717.0,67.7333
123867453#0,343.0,67.3833
123867454,895.0,65.825
124952143-AddedOnRampEdge,776.0,68.025
124952169,727.0,66.325
155667053,538.0,68.9333
156778691,538.0,66.2417
157593042,934.0,67.45
157607510,1029.0,68.075
157607513#1,1369.0,67.0083
157607517,1193.0,66.4583
157607604-AddedOnRampEdge,607.0,68.0083
157782133,2098.0,63.7083
157782136#0,1160.0,68.375
157782136#1-AddedOnRampEdge,1153.0,68.0667
157806285,1548.0,68.4583
158623068#0,362.0,68.6
158623068#1,946.0,64.625
172165117,864.0,68.0583
184867222#0,600.0,66.7667
184867243,607.0,68.0083
22372547,388.0,66.2667
22372559,526.0,67.8333
23798287,1866.0,68.2625
23798288#1,2690.0,65.05
23807074,765.0,69.5917
23807652#1,1362.0,66.3417
23807653#1,1012.0,68.6417
23820853#1,789.0,68.5417
23955194#0,786.0,65.7417
23955194#1,1203.0,64.2667
23955194#2,773.0,65.6
24167679#1,2191.0,60.275
25029732#2,930.0,64.2917
25657136,603.0,66.1083
26230999#1,782.0,59.5417
27829301#1,1071.0,67.7125
27829315#1,1818.0,68.5667
27829315#1-AddedOnRampEdge,2185.0,66.7083
28317586#1,1503.0,65.2917
28317747,491.0,65.8889
28317945,755.0,69.9917
28319413#2,378.0,67.125
28319423#0,382.0,66.6458
28319423#1-AddedOffRampEdge,1071.0,63.85
28319423#2,391.0,67.3917
28319616,380.0,68.0333
28319618#1,673.0,66.9417
28357386,928.0,70.6667
28357402,1438.0,64.75
28357482,415.0,67.9167
28357727#0,811.0,65.35
28357727#0-AddedOffRampEdge,451.0,69.0333
28357727#1,983.0,68.05
28358874#1,2491.0,63.4417
28358875#1,1274.0,61.3917
28358961,1416.0,67.475
28359025-AddedOnRampEdge,888.0,66.4333
28359059#1,1419.0,70.4
28378884#0,1008.0,67.3167
28378888#1-AddedOnRampEdge,1128.0,65.575
28379295,1425.0,60.2167
28379297,967.0,65.7833
28396115#1,826.0,66.225
28413844,2146.0,62.6917
28414195,1520.0,63.7833
28414204#0,1115.0,67.2167
28414349#1,919.0,68.425
28433582,1234.0,67.3167
28433597,827.0,64.9583
28433664#1,583.0,67.1167
28433666#1,1065.0,67.8417
28433994#1,781.0,64.5625
28434077,1113.0,63.9667
28435047,654.0,66.7042
28435048,865.0,63.6833
28435496,878.0,68.7208
28435573,1246.0,64.3833
28437104,753.0,63.4917
28437190#1,1231.0,66.9417
28437207,1150.0,64.4833
28464124,1161.0,68.2417
28464126#1,1889.0,63.3417
28464667,942.0,68.0667
28464668#1,1124.0,62.8167
28464671-AddedOffRampEdge,984.0,62.2417
28464671-AddedOnRampEdge,1330.0,64.2
28665765,605.0,67.8917
28665770#0,606.0,67.9333
301865758,1538.0,64.325
301865760,1423.0,66.6208
30583337,605.0,67.8917
30959001,541.0,64.6833
30959012,948.0,68.0667
326409095#1,10.0,68.075
33104348#0,1227.0,68.2583
334904727,781.0,67.0
360948375,1004.0,66.7083
363634378,1127.0,62.3583
363648766#1-AddedOnRampEdge,974.0,65.9
366053237,970.0,69.1
367132265,275.0,68.6417
394385111,2248.0,63.1833
394385113,2036.0,62.7667
394385114#1,727.0,68.975
394449801#0,1152.0,66.7083
394449801#1,1975.0,64.7333
394449803,1459.0,67.225
395336979,606.0,67.9333
395336990,606.0,67.9333
395337004,1227.0,68.3417
395343261,1035.0,65.725
395343763,2.0,67.85
395354964#0,1249.0,68.0333
395354964#1,1282.0,67.75
395354964#2,1240.0,68.2083
395362577,614.0,66.6917
395368981#0,1429.0,70.5375
395368986,1157.0,71.5417
395394468,1288.0,64.0278
395394473,2420.0,66.2083
395394478,1702.0,68.2125
395439802,753.0,67.2083
395439803,999.0,69.6083
395439805,867.0,67.2917
42397233,535.0,66.45
479773092#0,1132.0,68.525
479773092#1,1500.0,69.4167
479773095,1002.0,67.5417
479773098,1454.0,62.55
479773099,517.0,67.4
5018717,1201.0,60.925
5018720,561.0,64.8167
508060359,952.0,64.975
508060361,960.0,62.825
508060362,607.0,68.0083
508115737#0,932.0,68.275
508115737#1,1363.0,65.075
508115737#1-AddedOffRampEdge,1351.0,64.4583
508115745,1381.0,68.7972
508115768,2089.0,67.25
508115808,2257.0,62.8917
508137802,1928.0,53.2333
508479313#0,1056.0,63.5667
508479317,851.0,70.1
508479326,1043.0,65.35
508479332#0,911.0,68.9333
508479336,1446.0,64.925
508479355,1207.0,68.6167
508479365#0,2287.0,71.6083
508479370#0,1726.0,66.1583
508479370#1,1242.0,67.7167
509721008,1671.0,61.3833
509721010#0-AddedOnRampEdge,1756.0,63.5833
509747240,1255.0,67.6375
509747288,841.0,67.8667
509747302,1225.0,68.6417
509747310-AddedOnRampEdge,1234.0,68.4083
509747324-AddedOnRampEdge,794.0,67.275
509747346,1756.0,64.4417
509747348,1119.0,65.825
509747381,788.0,68.4583
509747406-AddedOffRampEdge,1780.0,68.3667
517168464,337.0,67.55
52286756#1,1609.0,69.025
52324493,1058.0,63.1917
544296215#0,1017.0,68.5833
544296216-AddedOffRampEdge,1201.0,68.825
544296218#0,1369.0,66.4083
544296218#1-AddedOnRampEdge,1307.0,68.025
544296218#2,1512.0,67.5417
544296221,876.0,66.0667
550271868,585.0,67.2625
550284581,1288.0,67.6333
550284584-AddedOffRampEdge,1266.0,70.8167
550284598,618.0,67.6167
550284602,717.0,65.2208
550284604,559.0,67.5
550284605,1312.0,64.0667
552389451,795.0,66.75
552389451-AddedOffRampEdge,801.0,67.2917
552603209,1609.0,68.8583
552603210,1179.0,68.1333
56159747,588.0,68.0625
60759806,960.0,65.2458
617235581,1548.0,69.5
617235585#0,2055.0,67.0458
617235594,1220.0,66.0583
617235603,516.0,67.8167
617235606,751.0,67.0375
617235612,399.0,65.0
617259138,615.0,68.2667
617259141,1136.0,68.6083
617259144-AddedOnRampEdge,1151.0,69.475
617259148-AddedOnRampEdge,1137.0,66.1167
617259170,1711.0,56.3917
617259178,820.0,68.4167
617284141,921.0,67.6583
617284143,612.0,68.3167
617284144#0,451.0,67.5917
617284144#1,1259.0,60.2417
617284145#0-AddedOnRampEdge,711.0,67.5083
617284164,947.0,67.15
617284166,1141.0,66.1708
617284173,905.0,68.925
617335302,1678.0,64.75
619042896-AddedOffRampEdge,1109.0,68.3917
619042916,2183.0,66.45
619042919,1359.0,64.4333
619042921,2130.0,67.7
619042924,1972.0,63.1333
685973438,795.0,65.9167
687721970,1315.0,65.475
687721973,617.0,69.4167
687721986,748.0,68.1
699542380#1,710.0,65.7458
708314651,4845.0,30.9583
711834658,1722.0,65.5667
727202049,1227.0,68.2583
768291603,1222.0,72.0
