link_id,interval_nVehContrib,interval_harmonicMeanSpeed
157607510,2718.0,68.8167
157607513#1,3829.0,66.725
157607517,3308.0,14.1333
157607604-AddedOnRampEdge,3212.0,64.1417
172165117,4224.0,24.7
28414195,3466.0,30.8833
28414204#0,4408.0,63.4167
28414349#1,2844.0,68.1167
28464124,4742.0,19.7917
28464126#1,4679.0,61.8417
301865758,4131.0,25.0417
301865760,4292.0,31.0875
30959001,2241.0,22.4042
360948375,3661.0,66.4083
363648766#1-AddedOnRampEdge,4464.0,42.3917
395439802,2356.0,13.2083
395439805,4594.0,47.6875
508479313#0,3017.0,59.1667
508479317,3801.0,55.8333
508479326,4141.0,45.9917
508479332#0,4556.0,18.325
508479336,3763.0,36.1083
508479355,2654.0,68.8
508479365#0,5472.0,13.5417
508479370#0,5351.0,30.0333
508479370#1,6737.0,57.7417
509721008,4039.0,17.475
509721010#0-AddedOnRampEdge,5325.0,64.3167
552603209,5983.0,62.925
687721970,3320.0,65.425
687721973,0.0,68.9
850376107,2233.0,68.5917
850378488,3287.0,21.675
850395062,3183.0,64.775
850746591,1487.0,66.3375
851553864,5219.0,26.3917
851555734,4773.0,58.55
851560451,3806.0,23.6
851561436,3906.0,31.0917
851568240,3049.0,72.0
867203204,3952.0,10.3333
