link_id,interval_nVehContrib,interval_harmonicMeanSpeed
28413844,6853.0,55.4417
508115745,4811.0,63.7972
508115768,5667.0,51.4417
508115808,8600.0,44.85
508137802,7501.0,54.15
508479370#1,6737.0,57.7417
52286756#1,5983.0,63.0917
544296215#0,5572.0,66.1917
544296216-AddedOffRampEdge,5687.0,31.6083
544296218#0,3291.0,67.1
544296218#1-AddedOnRampEdge,3675.0,67.6417
544296218#2,4377.0,67.3
619042896-AddedOffRampEdge,3731.0,67.7667
619042916,6781.0,60.0833
619042919,4643.0,60.375
619042921,6240.0,63.4
619042924,3896.0,63.7917
849833093,5686.0,31.5083
851550873,4964.0,55.7306
851552197,4568.0,61.4056
851556422,5644.0,57.6417
