link_id,interval_nVehContrib,interval_harmonicMeanSpeed
28413844,6856.0,56.3917
508115745,4949.0,54.8806
508115768,4933.0,61.15
508115808,6459.0,61.45
508137802,4436.0,57.2917
508479370#1,3521.0,61.3917
52286756#1,6185.0,52.4833
544296215#0,2594.0,65.9417
544296216-AddedOffRampEdge,4829.0,63.7583
544296218#0,4859.0,37.0583
544296218#1-AddedOnRampEdge,5010.0,20.5917
544296218#2,6782.0,30.275
619042896-AddedOffRampEdge,4531.0,53.6167
619042916,5216.0,63.4833
619042919,2723.0,63.4917
619042921,6764.0,50.7917
619042924,4782.0,31.4083
849833093,4829.0,63.5917
851550873,4189.0,63.3222
851552197,3019.0,61.9306
851556422,3360.0,58.725
