link_id,interval_nVehContrib,interval_harmonicMeanSpeed
11479094,1965.0,65.9417
119271213,2841.0,63.925
119271337,2837.0,63.9667
119271346,5257.0,62.0083
119271357,2433.0,64.6167
123555214,863.0,66.9792
123555228,4551.0,60.9833
123555236,2837.0,63.9667
123592887#0,2932.0,53.2292
123592887#1-AddedOffRampEdge,3874.0,57.4333
123592924#1,2622.0,60.675
123867439#1-AddedOnRampEdge,6457.0,62.0333
123867446#1,4959.0,59.5333
123867452,4190.0,62.2375
123867453#0,2920.0,68.2167
123867454,4221.0,47.5417
124952143-AddedOnRampEdge,4024.0,45.9583
124952169,4209.0,64.1083
155667053,2848.0,57.8417
156778691,1799.0,61.2667
157593042,3992.0,60.675
157607510,4765.0,59.8833
157607513#1,5633.0,46.85
157607517,2767.0,66.5083
157607604-AddedOnRampEdge,2837.0,63.9667
157782133,4887.0,63.9
157782136#0,4317.0,62.3167
157782136#1-AddedOnRampEdge,4140.0,64.55
157806285,5329.0,64.2333
158623068#0,2839.0,63.8333
158623068#1,2839.0,63.8333
172165117,4271.0,43.85
184867222#0,2841.0,63.925
184867243,2837.0,63.9667
22372547,3482.0,59.8083
22372559,3274.0,60.725
23798287,7418.0,52.7833
23798288#1,6407.0,59.7167
23807074,2438.0,69.7583
23807652#1,4791.0,60.6
23807653#1,3686.0,67.3667
23820853#1,2994.0,64.875
23955194#0,3750.0,66.7833
23955194#1,4889.0,63.2417
23955194#2,3508.0,64.8833
24167679#1,2839.0,63.8333
25029732#2,4790.0,60.6667
25657136,3582.0,63.9917
26230999#1,2841.0,63.925
27829301#1,5080.0,64.8833
27829315#1,7243.0,64.4833
27829315#1-AddedOnRampEdge,2987.0,64.875
28317586#1,2841.0,63.925
28317747,2492.0,65.75
28317945,4092.0,51.2083
28319413#2,2415.0,64.1667
28319423#0,2868.0,63.1417
28319423#1-AddedOffRampEdge,2839.0,63.8333
28319423#2,2558.0,65.4583
28319616,2418.0,65.0417
28319618#1,2837.0,55.2083
28357386,2890.0,63.2083
28357402,2839.0,63.8333
28357482,1702.0,66.8167
28357727#0,3207.0,63.1042
28357727#0-AddedOffRampEdge,3287.0,59.3333
28357727#1,4887.0,63.9
28358874#1,6237.0,60.0417
28358875#1,4889.0,63.2417
28358961,6707.0,56.5833
28359025-AddedOnRampEdge,4831.0,64.525
28359059#1,6901.0,57.9458
28378884#0,6268.0,60.325
28378888#1-AddedOnRampEdge,5369.0,61.1667
28379295,2839.0,63.8333
28379297,2839.0,63.9458
28396115#1,4293.0,65.1917
28413844,6237.0,60.0417
28414195,4889.0,63.2417
28414204#0,5020.0,56.8333
28414349#1,4507.0,61.8917
28433582,5137.0,47.6208
28433597,2483.0,64.0917
28433664#1,2720.0,64.775
28433666#1,4198.0,27.4333
28433994#1,2841.0,63.925
28434077,4790.0,60.6667
28435047,3029.0,64.9833
28435048,2841.0,63.925
28435496,4078.0,59.5625
28435573,5344.0,59.025
28437104,2558.0,66.125
28437190#1,2839.0,63.8333
28437207,2839.0,63.8333
28464124,4000.0,60.45
28464126#1,6238.0,59.4417
28464667,5930.0,62.475
28464668#1,4543.0,63.7583
28464671-AddedOffRampEdge,6238.0,59.4417
28464671-AddedOnRampEdge,4889.0,63.2417
28665765,2839.0,63.8333
28665770#0,2841.0,63.925
301865758,4889.0,63.2417
301865760,4467.0,62.3917
30583337,2839.0,63.8333
30959001,2269.0,64.9417
30959012,3539.0,25.0625
326409095#1,3130.0,54.1917
33104348#0,4791.0,60.6
334904727,4211.0,59.9417
360948375,4452.0,42.0917
363634378,5297.0,61.3583
363648766#1-AddedOnRampEdge,3689.0,58.2667
366053237,5091.0,63.5833
367132265,2305.0,64.5875
394385111,2836.0,64.2333
394385113,4788.0,60.9917
394385114#1,3097.0,66.9
394449801#0,4424.0,55.8958
394449801#1,5185.0,39.2375
394449803,5958.0,40.5667
395336979,2841.0,63.925
395336990,2841.0,63.925
395337004,4790.0,60.6667
395343261,4790.0,60.6667
395343763,1640.0,67.075
395354964#0,5806.0,56.6333
395354964#1,5910.0,56.6083
395354964#2,5614.0,54.625
395362577,3018.0,48.4417
395368981#0,5305.0,65.2458
395368986,4837.0,71.4917
395394468,3468.0,63.0667
395394473,6237.0,60.0417
395394478,6345.0,40.1125
395439802,4301.0,59.1583
395439803,4520.0,62.55
395439805,4204.0,60.6042
42397233,2907.0,61.3167
479773092#0,5117.0,57.625
479773092#1,5875.0,59.3917
479773095,4749.0,60.3833
479773098,2839.0,63.8333
479773099,2928.0,63.8917
5018717,2837.0,63.9667
5018720,2717.0,56.6833
508060359,3066.0,61.7417
508060361,2837.0,63.9667
508060362,2837.0,63.9667
508115737#0,5747.0,61.4333
508115737#1,6238.0,59.4417
508115737#1-AddedOffRampEdge,4791.0,60.6
508115745,5024.0,60.3639
508115768,6237.0,60.0417
508115808,4888.0,63.6417
508137802,4887.0,63.9
508479313#0,4790.0,60.6667
508479317,4706.0,53.5083
508479326,4855.0,55.5167
508479332#0,4550.0,40.7417
508479336,4791.0,60.6
508479355,4787.0,61.2
508479365#0,4033.0,62.725
508479370#0,2771.0,65.8083
508479370#1,3788.0,61.9833
509721008,4889.0,63.2417
509721010#0-AddedOnRampEdge,6237.0,60.0417
509747240,5440.0,55.05
509747288,4134.0,63.3917
509747302,5429.0,54.9333
509747310-AddedOnRampEdge,5479.0,56.0917
509747324-AddedOnRampEdge,3920.0,62.7
509747346,6238.0,59.4417
509747348,2839.0,63.8333
509747381,4419.0,60.9917
509747406-AddedOffRampEdge,7493.0,51.2833
517168464,2346.0,66.95
52286756#1,6240.0,59.5417
52324493,2839.0,63.9458
544296215#0,2811.0,65.05
544296216-AddedOffRampEdge,4887.0,63.4
544296218#0,4752.0,51.8083
544296218#1-AddedOnRampEdge,4759.0,26.2333
544296218#2,6333.0,32.475
544296221,4931.0,58.0583
550271868,2177.0,64.9583
550284581,4881.0,62.4333
550284584-AddedOffRampEdge,5074.0,65.0
550284598,3320.0,61.5417
550284602,3271.0,60.3792
550284604,2830.0,60.9
550284605,4790.0,60.6667
552389451,4366.0,62.9667
552389451-AddedOffRampEdge,4371.0,62.075
552603209,6238.0,59.4417
552603210,3975.0,62.5167
56159747,3864.0,61.3292
60759806,3855.0,63.1042
617235581,5662.0,39.0417
617235585#0,6237.0,60.0417
617235594,4887.0,63.9
617235603,2712.0,63.4167
617235606,2631.0,64.2833
617235612,3054.0,66.6417
617259138,3045.0,64.8417
617259141,4211.0,63.7083
617259144-AddedOnRampEdge,4316.0,67.0417
617259148-AddedOnRampEdge,4302.0,63.3333
617259170,3869.0,54.5917
617259178,4705.0,64.45
617284141,5592.0,57.0417
617284143,2990.0,66.2
617284144#0,2363.0,67.3167
617284144#1,2625.0,64.4167
617284145#0-AddedOnRampEdge,3318.0,66.6083
617284164,5031.0,62.0583
617284166,5399.0,62.7333
617284173,5336.0,63.65
617335302,5220.0,55.5417
619042896-AddedOffRampEdge,4334.0,59.3167
619042916,4887.0,63.9
619042919,4791.0,60.6
619042921,6239.0,59.9083
619042924,6237.0,60.0417
685973438,4605.0,57.4
687721970,4791.0,60.6
687721973,3702.0,65.9
687721986,3780.0,63.4417
699542380#1,2840.0,63.8792
708314651,7467.0,59.575
711834658,3389.0,62.7389
727202049,4791.0,60.6
768291603,5736.0,62.0083
838046085,4081.0,63.1417
848429238,3103.0,64.9833
848467540#0,3822.0,54.9583
848467541,4790.0,60.6667
848488831,4329.0,62.2833
848489711,2133.0,66.4542
848489712,2841.0,63.925
848501101#0,2617.0,68.15
848743564,4836.0,53.6917
848743565,4467.0,56.1667
848745539#0,4790.0,60.6667
848745539#1,3294.0,59.2667
848748038,3030.0,60.2583
848748039,3909.0,59.7958
848748039-AddedOffRampEdge,3611.0,58.4083
848751591,3195.0,59.4917
848754158,2206.0,63.5333
848767838,2842.0,64.3667
848809833,4741.0,65.175
848809834,4791.0,60.6
848818561,5271.0,61.15
848875024#0,4889.0,63.2417
848880058,3065.0,64.6417
848920992#0,3689.0,61.2792
849677308#0,4720.0,59.3333
849677308#1,2839.0,63.8333
849696784,3897.0,63.3333
849806971#0,2839.0,63.8333
849818316,2246.0,57.5167
849821064,1549.0,67.0083
849833093,4889.0,63.2417
850026981,2839.0,63.8333
850032296,5455.0,55.5167
850057340#0,5384.0,60.6417
850097346,2839.0,63.8333
850098170,5361.0,61.5417
850134421,2398.0,63.8667
850376107,4071.0,61.8792
850378488,1957.0,66.8583
850395062,4651.0,61.45
850615423,4381.0,63.2583
850616213,6238.0,59.4417
850746591,2841.0,65.3
850760258,2841.0,63.925
851520670,2370.0,66.2333
851520671-AddedOffRampEdge,2839.0,63.8333
851541351,2399.0,66.4667
851544880,2576.0,67.3708
851548985#1,2839.0,63.8333
851550873,3895.0,64.2806
851552197,4139.0,61.4972
851553864,4346.0,59.2333
851555734,4927.0,54.475
851556422,2839.0,63.8333
851560451,4766.0,51.7083
851561436,4889.0,63.2417
851568240,5292.0,60.7167
851569274,2509.0,67.6583
854162451,4889.0,63.2417
854215625,5622.0,59.25
860646752-AddedOffRampEdge,4814.0,61.9333
861059531,4304.0,65.7792
863751890,6246.0,60.4417
863754537,6241.0,59.775
867203204,3061.0,70.9167
867204829,3815.0,63.8167
