link_id,interval_nVehContrib,interval_harmonicMeanSpeed
11479094,2692.0,65.2333
119271213,3344.0,63.9917
119271337,3346.0,64.0917
119271346,4313.0,61.5917
119271357,3131.0,58.0583
123555214,1544.0,66.7292
123555228,3791.0,65.8167
123555236,3346.0,64.0917
123592887#0,3789.0,44.8292
123592887#1-AddedOffRampEdge,3582.0,56.7583
123592924#1,3139.0,60.1833
123867439#1-AddedOnRampEdge,7260.0,65.5167
123867446#1,5903.0,44.975
123867452,3868.0,66.6083
123867453#0,4071.0,45.8833
123867454,3401.0,62.9667
124952143-AddedOnRampEdge,3778.0,50.4833
124952169,5217.0,25.6528
155667053,3198.0,55.4833
156778691,1854.0,65.2458
157593042,5085.0,59.4833
157607510,3012.0,68.8417
157607513#1,4008.0,67.375
157607517,3704.0,16.7667
157607604-AddedOnRampEdge,3346.0,64.0917
157782133,5821.0,32.1333
157782136#0,4988.0,66.25
157782136#1-AddedOnRampEdge,4996.0,67.5167
157806285,7088.0,63.125
158623068#0,3345.0,63.9333
158623068#1,3345.0,63.9333
172165117,4516.0,33.975
184867222#0,3344.0,63.9917
184867243,3346.0,64.0917
22372547,4640.0,54.45
22372559,2657.0,61.9917
23798287,6590.0,63.0375
23798288#1,5954.0,64.4417
23807074,2891.0,70.45
23807652#1,4126.0,66.5083
23807653#1,3862.0,69.7583
23820853#1,3392.0,69.9167
23955194#0,5035.0,20.5583
23955194#1,5823.0,31.825
23955194#2,4997.0,25.175
24167679#1,3345.0,63.9333
25029732#2,4128.0,66.6
25657136,2874.0,65.025
26230999#1,3344.0,63.9917
27829301#1,6503.0,30.0958
27829315#1,6283.0,64.6917
27829315#1-AddedOnRampEdge,3761.0,64.125
28317586#1,3344.0,63.9917
28317747,3310.0,46.6722
28317945,3854.0,66.95
28319413#2,4245.0,57.725
28319423#0,4256.0,21.9458
28319423#1-AddedOffRampEdge,3345.0,63.9333
28319423#2,4329.0,42.4583
28319616,4183.0,56.9417
28319618#1,3567.0,66.225
28357386,2885.0,68.8333
28357402,3345.0,63.9333
28357482,3793.0,54.7667
28357727#0,4142.0,42.0375
28357727#0-AddedOffRampEdge,4407.0,44.6417
28357727#1,5821.0,32.1333
28358874#1,6115.0,63.3667
28358875#1,5823.0,31.825
28358961,5852.0,62.4
28359025-AddedOnRampEdge,7308.0,44.25
28359059#1,5890.0,65.7875
28378884#0,5919.0,62.4583
28378888#1-AddedOnRampEdge,6026.0,57.4167
28379295,3345.0,63.9333
28379297,3345.0,64.0417
28396115#1,5994.0,26.3917
28413844,6115.0,63.3667
28414195,5823.0,31.825
28414204#0,5027.0,62.8167
28414349#1,3125.0,68.35
28433582,4561.0,42.9667
28433597,3869.0,58.9167
28433664#1,4751.0,44.6917
28433666#1,3978.0,42.8417
28433994#1,3344.0,63.9917
28434077,4128.0,66.6
28435047,3978.0,61.8208
28435048,3344.0,63.9917
28435496,5158.0,52.675
28435573,5958.0,60.9417
28437104,2755.0,61.7083
28437190#1,3345.0,63.9333
28437207,3345.0,63.9333
28464124,4744.0,18.1167
28464126#1,6112.0,62.75
28464667,4746.0,67.45
28464668#1,6107.0,40.5583
28464671-AddedOffRampEdge,6112.0,62.75
28464671-AddedOnRampEdge,5823.0,31.825
28665765,3345.0,63.9333
28665770#0,3344.0,63.9917
301865758,5823.0,31.825
301865760,5273.0,34.3875
30583337,3345.0,63.9333
30959001,3506.0,53.825
30959012,3303.0,65.2542
326409095#1,2661.0,65.6333
33104348#0,4126.0,66.5083
