link_id,interval_nVehContrib,interval_harmonicMeanSpeed
11479094,740.0,66.4
119271213,1981.0,66.6083
119271337,1978.0,66.7083
119271346,3285.0,67.5583
119271357,1275.0,67.2417
123555214,437.0,67.0417
123555228,4583.0,62.4792
123555236,1978.0,66.7083
123592887#0,2882.0,63.1417
123592887#1-AddedOffRampEdge,3652.0,59.2583
123592924#1,1020.0,66.075
123867439#1-AddedOnRampEdge,5179.0,64.025
123867446#1,4095.0,62.2
123867452,3584.0,63.8125
123867453#0,858.0,67.9083
123867454,3716.0,61.2333
124952143-AddedOnRampEdge,4199.0,60.9083
124952169,1933.0,67.075
155667053,1228.0,67.7667
156778691,1796.0,62.4917
157593042,2436.0,63.1083
157607510,5012.0,62.3417
157607513#1,6008.0,54.5083
157607517,1772.0,69.025
157607604-AddedOnRampEdge,1978.0,66.7083
157782133,3145.0,67.425
157782136#0,3576.0,66.0333
157782136#1-AddedOnRampEdge,3411.0,65.8667
157806285,3442.0,68.3833
158623068#0,1980.0,66.5333
158623068#1,1980.0,66.5333
172165117,2782.0,63.8167
184867222#0,1981.0,66.6083
184867243,1978.0,66.7083
22372547,1194.0,67.725
22372559,2264.0,65.8333
23798287,5871.0,61.5792
23798288#1,5775.0,63.7667
23807074,1966.0,69.3917
23807652#1,4862.0,62.2333
23807653#1,3805.0,68.3667
23820853#1,3267.0,69.0083
23955194#0,2473.0,67.75
23955194#1,3142.0,66.725
23955194#2,2270.0,67.0167
24167679#1,1980.0,66.5333
25029732#2,4863.0,62.3167
25657136,2213.0,67.2667
26230999#1,1981.0,66.6083
27829301#1,2765.0,68.8875
27829315#1,5828.0,68.4417
27829315#1-AddedOnRampEdge,1977.0,67.25
28317586#1,1981.0,66.6083
28317747,1315.0,67.2306
28317945,3587.0,67.7333
28319413#2,919.0,66.2417
28319423#0,946.0,66.2833
28319423#1-AddedOffRampEdge,1980.0,66.5333
28319423#2,881.0,66.9917
28319616,916.0,67.4417
28319618#1,3260.0,64.0833
28357386,4385.0,65.25
28357402,1980.0,66.5333
28357482,769.0,66.725
28357727#0,1664.0,65.9583
28357727#0-AddedOffRampEdge,1224.0,61.9333
28357727#1,3145.0,67.425
28358874#1,5801.0,64.4083
28358875#1,3142.0,66.725
28358961,5460.0,64.1833
28359025-AddedOnRampEdge,2308.0,64.6
28359059#1,5781.0,64.6375
28378884#0,4772.0,65.1833
28378888#1-AddedOnRampEdge,3686.0,62.45
28379295,1980.0,66.5333
28379297,1980.0,66.6583
28396115#1,2689.0,65.5333
28413844,5801.0,64.4083
28414195,3142.0,66.725
28414204#0,4186.0,63.8333
28414349#1,4834.0,64.1
28433582,4799.0,60.1083
28433597,1582.0,65.7917
28433664#1,1185.0,66.7583
28433666#1,4367.0,59.1833
28433994#1,1981.0,66.6083
28434077,4863.0,62.3167
28435047,1618.0,67.9417
28435048,1981.0,66.6083
28435496,2395.0,63.4833
28435573,3996.0,63.8333
28437104,2759.0,65.7125
28437190#1,1980.0,66.5333
28437207,1980.0,66.5333
28464124,3322.0,61.1583
28464126#1,5804.0,63.7583
28464667,4968.0,64.85
28464668#1,2900.0,64.8917
28464671-AddedOffRampEdge,5804.0,63.7583
28464671-AddedOnRampEdge,3142.0,66.725
28665765,1980.0,66.5333
28665770#0,1981.0,66.6083
301865758,3142.0,66.725
301865760,3294.0,64.275
30583337,1980.0,66.5333
30959001,1181.0,66.2708
30959012,3784.0,64.5333
326409095#1,2587.0,65.8
33104348#0,4862.0,62.2333
334904727,3128.0,64.9375
360948375,4694.0,57.9917
363634378,3624.0,66.5417
363648766#1-AddedOnRampEdge,2274.0,64.9667
366053237,3317.0,69.2167
367132265,803.0,68.375
394385111,1973.0,66.925
394385113,4859.0,62.6333
394385114#1,3614.0,64.0333
394449801#0,4795.0,62.3583
394449801#1,5571.0,55.975
394449803,5988.0,54.05
395336979,1981.0,66.6083
395336990,1981.0,66.6083
395337004,4863.0,62.3167
395343261,4863.0,62.3167
395343763,430.0,66.9
395354964#0,5649.0,62.2917
395354964#1,5772.0,62.575
395354964#2,5440.0,60.1083
395362577,2880.0,64.0583
395368981#0,3351.0,67.7625
395368986,3193.0,71.8
395394468,2378.0,65.2167
395394473,5801.0,64.4083
395394478,6425.0,54.6208
395439802,2756.0,66.625
395439803,2663.0,64.1417
395439805,2385.0,64.3042
42397233,2184.0,65.8417
479773092#0,4926.0,62.5583
479773092#1,5380.0,65.7833
479773095,2473.0,67.1667
479773098,1980.0,66.5333
479773099,1303.0,66.7
5018717,1978.0,66.7083
5018720,2351.0,49.4167
508060359,1649.0,66.9583
508060361,1978.0,66.7083
508060362,1978.0,66.7083
508115737#0,4788.0,65.4917
508115737#1,5804.0,63.7583
508115737#1-AddedOffRampEdge,4862.0,62.2333
508115745,4870.0,63.4083
508115768,5801.0,64.4083
508115808,3145.0,67.125
508137802,3145.0,67.425
508479313#0,4863.0,62.3167
508479317,3308.0,68.4333
508479326,4150.0,64.5417
508479332#0,2741.0,66.5833
508479336,4862.0,62.2333
508479355,4860.0,62.8583
508479365#0,3417.0,65.6417
508479370#0,1770.0,68.3583
508479370#1,2695.0,63.6333
509721008,3142.0,66.725
509721010#0-AddedOnRampEdge,5801.0,64.4083
509747240,4003.0,64.2583
509747288,2160.0,67.525
509747302,4900.0,61.05
509747310-AddedOnRampEdge,4948.0,62.4583
509747324-AddedOnRampEdge,2061.0,67.2333
509747346,5804.0,63.7583
509747348,1980.0,66.5333
509747381,2327.0,67.8
509747406-AddedOffRampEdge,6534.0,62.4333
517168464,810.0,67.0833
52286756#1,5803.0,63.9333
52324493,1980.0,66.6583
544296215#0,2102.0,68.5583
544296216-AddedOffRampEdge,3146.0,66.925
544296218#0,5052.0,59.1167
544296218#1-AddedOnRampEdge,5231.0,45.1083
544296218#2,6586.0,48.4167
544296221,3146.0,65.4917
550271868,1125.0,66.3167
550284581,4216.0,64.0
550284584-AddedOffRampEdge,4230.0,66.6917
550284598,2740.0,63.1917
550284602,2922.0,59.2625
550284604,1443.0,66.1917
550284605,4863.0,62.3167
552389451,2908.0,62.6083
552389451-AddedOffRampEdge,2880.0,61.8583
552603209,5804.0,63.7583
552603210,3339.0,62.5083
56159747,2503.0,67.2125
60759806,3561.0,64.7375
617235581,5347.0,61.6083
617235585#0,5801.0,64.4083
617235594,3145.0,67.425
617235603,2798.0,66.4667
617235606,1887.0,66.8292
617235612,945.0,66.4417
617259138,3191.0,65.5417
617259141,3609.0,64.0167
617259144-AddedOnRampEdge,2445.0,70.6583
617259148-AddedOnRampEdge,2490.0,66.45
617259170,2027.0,38.2917
617259178,2527.0,67.0417
617284141,4124.0,63.8667
617284143,3149.0,66.7583
617284144#0,1039.0,67.5083
617284144#1,1617.0,62.75
617284145#0-AddedOnRampEdge,3721.0,67.0833
617284164,4507.0,62.5917
617284166,3872.0,63.9
617284173,4282.0,65.4667
617335302,4368.0,62.6667
619042896-AddedOffRampEdge,4481.0,62.6167
619042916,3145.0,67.425
619042919,4862.0,62.2333
619042921,5803.0,64.2833
619042924,5801.0,64.4083
685973438,2360.0,64.05
687721970,4862.0,62.2333
687721973,3293.0,67.5333
687721986,1952.0,67.6917
699542380#1,1981.0,66.5708
708314651,6123.0,57.7667
711834658,2581.0,65.2472
727202049,4862.0,62.2333
768291603,4632.0,66.075
838046085,1576.0,67.6417
848429238,2158.0,67.8
848467540#0,3192.0,63.9667
848467541,4863.0,62.3167
848488831,3202.0,67.3167
848489711,680.0,67.4542
848489712,1981.0,66.6083
848501101#0,787.0,68.425
848743564,3053.0,61.5194
848743565,2656.0,63.9667
848745539#0,4863.0,62.3167
848745539#1,2242.0,65.4333
848748038,1081.0,67.0167
848748039,1262.0,66.4208
848748039-AddedOffRampEdge,1184.0,67.1833
848751591,1075.0,66.125
848754158,749.0,67.2333
848767838,1916.0,67.8417
848809833,3964.0,66.6167
848809834,4862.0,62.2333
848818561,4475.0,62.3333
848875024#0,3142.0,66.725
848880058,3692.0,65.5417
848920992#0,4097.0,63.0125
849677308#0,3142.0,59.1833
849677308#1,1980.0,66.5333
849696784,4252.0,65.425
849806971#0,1980.0,66.5333
849818316,2417.0,64.0833
849821064,644.0,67.2625
849833093,3142.0,66.725
850026981,1980.0,66.5333
850032296,5437.0,60.025
850057340#0,5256.0,63.7583
850097346,1980.0,66.5333
850098170,3757.0,65.9917
850134421,1219.0,65.3083
850376107,3717.0,64.3833
850378488,995.0,66.0083
850395062,5084.0,63.6333
850615423,2776.0,65.9917
