link_id,interval_nVehContrib,interval_harmonicMeanSpeed
28413844,6237.0,60.0417
508115745,5024.0,60.3639
508115768,6237.0,60.0417
508115808,4888.0,63.6417
508137802,4887.0,63.9
508479370#1,3788.0,61.9833
52286756#1,6240.0,59.5417
544296215#0,2811.0,65.05
544296216-AddedOffRampEdge,4887.0,63.4
544296218#0,4752.0,51.8083
544296218#1-AddedOnRampEdge,4759.0,26.2333
544296218#2,6333.0,32.475
619042896-AddedOffRampEdge,4334.0,59.3167
619042916,4887.0,63.9
619042919,4791.0,60.6
619042921,6239.0,59.9083
619042924,6237.0,60.0417
849833093,4889.0,63.2417
851550873,3895.0,64.2806
851552197,4139.0,61.4972
851556422,2839.0,63.8333
