link_id,interval_nVehContrib,interval_harmonicMeanSpeed
28413844,2464.0,63.05
508115745,1381.0,68.7972
508115768,2066.0,67.1333
508115808,2402.0,63.1167
508137802,1862.0,53.325
508479370#1,1252.0,67.6333
52286756#1,1609.0,69.025
544296215#0,1004.0,68.1583
544296216-AddedOffRampEdge,1201.0,68.825
544296218#0,1308.0,66.5
544296218#1-AddedOnRampEdge,1264.0,68.1417
544296218#2,1496.0,67.7167
619042896-AddedOffRampEdge,1094.0,68.5
619042916,2214.0,66.5417
619042919,1306.0,64.4667
619042921,2265.0,67.825
619042924,1888.0,63.0667
849833093,1202.0,68.6583
851550873,1098.0,68.8056
851552197,1228.0,65.8778
851556422,1510.0,59.375
