link_id,interval_nVehContrib,interval_harmonicMeanSpeed
11479094,288.0,67.2417
119271213,606.0,67.9333
119271337,607.0,68.0083
119271346,872.0,67.2
119271357,479.0,68.4667
123555214,253.0,67.3292
123555228,1346.0,64.7208
123555236,607.0,68.0083
123592887#0,395.0,66.9792
123592887#1-AddedOffRampEdge,793.0,69.7167
123592924#1,355.0,66.7167
123867439#1-AddedOnRampEdge,1813.0,67.1333
123867446#1,1411.0,66.9917
123867452,749.0,67.3042
123867453#0,574.0,67.325
123867454,843.0,65.75
124952143-AddedOnRampEdge,835.0,68.3167
124952169,1072.0,65.9389
155667053,535.0,68.525
156778691,585.0,66.2583
157593042,996.0,67.0833
157607510,1057.0,68.1333
157607513#1,1369.0,67.1667
157607517,1226.0,66.4
157607604-AddedOnRampEdge,607.0,68.0083
157782133,2309.0,63.525
157782136#0,1189.0,68.3667
157782136#1-AddedOnRampEdge,1190.0,68.6833
157806285,1568.0,68.8917
158623068#0,471.0,68.975
158623068#1,1085.0,64.5583
172165117,1012.0,67.6667
184867222#0,616.0,66.775
184867243,607.0,68.0083
22372547,328.0,67.0583
22372559,564.0,67.9083
23798287,1770.0,67.8667
23798288#1,2680.0,65.1333
23807074,803.0,69.775
23807652#1,1398.0,66.2583
23807653#1,1230.0,70.0417
23820853#1,865.0,68.6167
23955194#0,1048.0,65.9833
23955194#1,1321.0,64.425
23955194#2,917.0,65.8917
24167679#1,2395.0,60.1667
25029732#2,943.0,64.325
25657136,613.0,66.5167
26230999#1,758.0,59.0833
27829301#1,1176.0,67.5167
27829315#1,1634.0,70.7083
27829315#1-AddedOnRampEdge,2202.0,66.9333
28317586#1,1414.0,64.675
28317747,565.0,65.9528
28317945,1180.0,41.7
28319413#2,450.0,66.875
28319423#0,423.0,66.7708
28319423#1-AddedOffRampEdge,1079.0,63.6333
28319423#2,406.0,67.4333
28319616,458.0,67.125
28319618#1,682.0,66.6583
28357386,947.0,70.4333
28357402,1557.0,64.7083
28357482,442.0,67.6917
28357727#0,1164.0,63.3042
28357727#0-AddedOffRampEdge,585.0,66.6333
28357727#1,1121.0,67.8667
28358874#1,2698.0,63.3083
28358875#1,1361.0,61.275
28358961,1567.0,67.2583
28359025-AddedOnRampEdge,1014.0,66.9333
28359059#1,1630.0,70.6625
28378884#0,1080.0,66.825
28378888#1-AddedOnRampEdge,1429.0,66.5583
28379295,1392.0,60.2583
28379297,1028.0,65.7292
28396115#1,1006.0,66.275
28413844,2464.0,63.05
28414195,1464.0,64.7833
28414204#0,1084.0,66.2083
28414349#1,944.0,68.4583
28433582,721.0,67.0083
28433597,633.0,65.2167
28433664#1,598.0,67.3
28433666#1,1230.0,67.7083
28433994#1,811.0,64.5083
28434077,1130.0,63.8333
28435047,711.0,66.7708
28435048,912.0,63.6917
28435496,906.0,68.1542
28435573,1245.0,64.325
28437104,828.0,63.4292
28437190#1,1389.0,67.1917
28437207,1203.0,64.4667
28464124,1269.0,68.675
