link_id,interval_nVehContrib,interval_harmonicMeanSpeed
157607510,5058.0,58.975
157607513#1,5986.0,37.5917
157607517,2925.0,66.6833
157607604-AddedOnRampEdge,2758.0,63.9917
172165117,4665.0,14.55
28414195,3604.0,42.275
28414204#0,4822.0,35.4
28414349#1,4883.0,31.625
28464124,4389.0,55.25
28464126#1,4673.0,57.8167
301865758,3935.0,53.3083
301865760,4300.0,60.3958
30959001,2272.0,66.4292
360948375,4250.0,35.8
363648766#1-AddedOnRampEdge,4457.0,52.775
395439802,4572.0,32.9667
395439805,4605.0,57.7958
508479313#0,3829.0,35.0083
508479317,4747.0,37.9333
508479326,4453.0,39.7833
508479332#0,5033.0,17.85
508479336,3770.0,27.075
508479355,5006.0,52.075
508479365#0,3805.0,65.0083
508479370#0,3528.0,61.3
508479370#1,3508.0,61.1167
509721008,3587.0,61.3917
509721010#0-AddedOnRampEdge,6324.0,47.2583
552603209,6186.0,52.3833
687721970,4147.0,30.3583
687721973,4410.0,25.9667
850376107,4959.0,52.2375
850378488,2179.0,67.4
850395062,4625.0,38.6583
850746591,3603.0,53.5083
851553864,4755.0,36.3583
851555734,4995.0,53.025
851560451,4622.0,39.9417
851561436,3891.0,65.2583
851568240,5893.0,54.1167
867203204,2755.0,71.1667
