link_id,interval_nVehContrib,interval_harmonicMeanSpeed
28413844,6847.0,55.625
508115745,4811.0,63.7972
508115768,5472.0,59.275
508115808,8647.0,44.4583
508137802,7293.0,52.8333
508479370#1,6668.0,59.1083
52286756#1,5983.0,63.0917
544296215#0,5425.0,67.2083
544296216-AddedOffRampEdge,5687.0,31.6083
544296218#0,3311.0,66.3833
544296218#1-AddedOnRampEdge,3586.0,67.4833
544296218#2,4416.0,67.3667
619042896-AddedOffRampEdge,3613.0,67.5417
619042916,6843.0,59.025
619042919,4714.0,61.15
619042921,6281.0,63.6375
619042924,4032.0,63.3167
849833093,5686.0,31.5083
851550873,4987.0,61.2167
851552197,4585.0,62.0472
851556422,5509.0,57.525
