link_id,interval_nVehContrib,interval_harmonicMeanSpeed
11479094,3316.0,60.7
119271213,3211.0,64.0667
119271337,3212.0,64.1417
119271346,3970.0,41.775
119271357,3427.0,60.1833
123555214,1628.0,67.4708
123555228,3276.0,62.4125
123555236,3212.0,64.1417
123592887#0,4328.0,56.0167
123592887#1-AddedOffRampEdge,3411.0,62.15
123592924#1,3414.0,39.3333
123867439#1-AddedOnRampEdge,7829.0,66.6917
123867446#1,5195.0,57.3917
123867452,3842.0,62.5333
123867453#0,3651.0,10.4
123867454,3499.0,62.3917
124952143-AddedOnRampEdge,3634.0,62.1167
124952169,4147.0,20.95
155667053,3428.0,54.8583
156778691,1465.0,65.7792
157593042,5081.0,59.35
157607510,2705.0,68.6
157607513#1,3769.0,67.1417
157607517,3264.0,13.925
157607604-AddedOnRampEdge,3212.0,64.1417
157782133,5647.0,46.6667
157782136#0,5019.0,66.2
157782136#1-AddedOnRampEdge,5067.0,67.925
157806285,8048.0,61.7833
158623068#0,3779.0,68.2917
158623068#1,4670.0,34.0667
172165117,4270.0,18.4333
184867222#0,3052.0,50.5708
184867243,3212.0,64.1417
22372547,4923.0,40.3083
22372559,2609.0,62.45
23798287,6677.0,62.3333
23798288#1,5877.0,64.0583
23807074,2917.0,70.2833
23807652#1,4203.0,65.1917
23807653#1,3637.0,68.0917
23820853#1,3126.0,68.5167
23955194#0,4802.0,18.4667
23955194#1,4265.0,32.75
23955194#2,4785.0,29.4083
24167679#1,5140.0,58.9917
25029732#2,4234.0,54.15
25657136,2148.0,62.3583
26230999#1,1291.0,36.5
27829301#1,6537.0,24.1042
27829315#1,7075.0,67.9833
27829315#1-AddedOnRampEdge,6144.0,64.5667
28317586#1,3338.0,61.6167
28317747,2747.0,15.5806
28317945,3582.0,66.875
28319413#2,4547.0,56.4083
28319423#0,4055.0,20.7667
28319423#1-AddedOffRampEdge,4373.0,41.375
28319423#2,4437.0,36.0417
28319616,4437.0,55.1
28319618#1,3350.0,66.2083
28357386,1032.0,68.325
28357402,5025.0,37.6
28357482,3808.0,26.7417
28357727#0,4503.0,18.9292
28357727#0-AddedOffRampEdge,4308.0,43.7
28357727#1,4311.0,67.4917
28358874#1,7624.0,60.4
28358875#1,6529.0,38.15
28358961,5586.0,62.2417
28359025-AddedOnRampEdge,7706.0,44.2167
28359059#1,5706.0,67.0
28378884#0,5796.0,63.1333
28378888#1-AddedOnRampEdge,5808.0,58.0417
28379295,3523.0,60.1417
28379297,3107.0,63.6375
28396115#1,5846.0,25.5083
28413844,6847.0,55.625
28414195,3654.0,32.85
28414204#0,4092.0,64.0083
28414349#1,2770.0,68.0667
28433582,4351.0,47.3917
28433597,4293.0,44.6417
28433664#1,4820.0,36.2667
28433666#1,3656.0,60.125
28433994#1,3842.0,60.4667
28434077,3269.0,62.075
28435047,4243.0,55.4542
28435048,3679.0,54.4667
28435496,5313.0,54.7417
28435573,5438.0,57.975
28437104,2314.0,62.675
28437190#1,3290.0,67.6
28437207,2668.0,65.0
28464124,4941.0,22.1083
28464126#1,4579.0,62.3167
28464667,4413.0,66.6583
28464668#1,5725.0,42.675
28464671-AddedOffRampEdge,4971.0,49.575
28464671-AddedOnRampEdge,4741.0,38.5417
28665765,3213.0,63.975
28665770#0,3211.0,64.0667
301865758,4324.0,27.7083
301865760,4526.0,50.8958
30583337,3213.0,63.975
30959001,2492.0,24.4083
30959012,3010.0,67.2542
326409095#1,2442.0,65.1583
33104348#0,3879.0,66.4583
334904727,2669.0,60.0208
360948375,3643.0,65.8917
363634378,3314.0,12.425
363648766#1-AddedOnRampEdge,4585.0,54.8583
366053237,3459.0,15.7
367132265,3690.0,53.3833
394385111,6696.0,63.0333
394385113,4748.0,63.1333
394385114#1,2537.0,69.05
394449801#0,4379.0,67.1042
394449801#1,5233.0,68.9042
394449803,5753.0,63.5417
395336979,3211.0,64.0667
