link_id,interval_nVehContrib,interval_harmonicMeanSpeed
28413844,6745.0,55.225
508115745,4949.0,54.8806
508115768,4942.0,62.775
508115808,6664.0,61.2917
508137802,4413.0,56.3417
508479370#1,3508.0,61.1167
52286756#1,6185.0,52.4833
544296215#0,2595.0,66.3417
544296216-AddedOffRampEdge,4829.0,63.7583
544296218#0,4824.0,36.8667
544296218#1-AddedOnRampEdge,4905.0,20.9583
544296218#2,6640.0,30.8917
619042896-AddedOffRampEdge,4705.0,59.4667
619042916,5235.0,63.3833
619042919,2799.0,64.575
619042921,6655.0,48.6833
619042924,4768.0,31.1333
849833093,4829.0,63.5917
851550873,4111.0,64.55
851552197,3099.0,63.5611
851556422,3352.0,58.8417
