link_id,interval_nVehContrib,interval_harmonicMeanSpeed
157607510,2919.0,69.3333
157607513#1,3873.0,67.85
157607517,3836.0,23.5917
157607604-AddedOnRampEdge,3346.0,64.0917
172165117,4598.0,40.4833
28414195,3675.0,32.4833
28414204#0,4640.0,62.8
28414349#1,3060.0,68.5167
28464124,3460.0,17.8167
28464126#1,4665.0,61.3417
301865758,3204.0,27.0917
301865760,3304.0,31.4167
30959001,3467.0,40.3208
360948375,3740.0,65.475
363648766#1-AddedOnRampEdge,4540.0,53.5
395439802,3695.0,25.6917
395439805,3287.0,59.2792
508479313#0,3232.0,56.8333
508479317,4064.0,55.5667
508479326,4310.0,47.2833
508479332#0,4877.0,30.4417
508479336,4307.0,48.8917
508479355,2823.0,68.85
508479365#0,5680.0,14.5833
508479370#0,5358.0,31.5917
508479370#1,6742.0,59.325
509721008,4674.0,23.7917
509721010#0-AddedOnRampEdge,5452.0,63.625
552603209,6112.0,62.75
687721970,3416.0,65.6083
687721973,2390.0,69.4
850376107,1647.0,68.4958
850378488,2871.0,32.3
850395062,3376.0,64.8167
850746591,1571.0,64.525
851553864,5366.0,30.35
851555734,4625.0,57.2917
851560451,4253.0,29.4167
851561436,4351.0,61.625
851568240,3310.0,71.8417
867203204,4342.0,17.7833
