link_id,interval_nVehContrib,interval_harmonicMeanSpeed
11479094,2581.0,66.7417
119271213,3344.0,63.9917
119271337,3346.0,64.0917
119271346,4339.0,63.0417
119271357,3096.0,61.5333
123555214,1553.0,66.8625
123555228,4193.0,63.1583
123555236,3346.0,64.0917
123592887#0,3755.0,48.9792
123592887#1-AddedOffRampEdge,3547.0,57.1667
123592924#1,3160.0,60.3333
123867439#1-AddedOnRampEdge,7031.0,66.0833
123867446#1,5851.0,36.1917
123867452,3826.0,67.0333
123867453#0,3046.0,38.325
123867454,2426.0,63.1083
124952143-AddedOnRampEdge,3755.0,60.95
124952169,3468.0,24.8972
155667053,3200.0,56.2
156778691,1601.0,65.825
157593042,5059.0,60.2583
157607510,2919.0,69.3333
157607513#1,3873.0,67.85
157607517,3836.0,23.5917
157607604-AddedOnRampEdge,3346.0,64.0917
157782133,5066.0,36.6417
157782136#0,4864.0,66.2417
157782136#1-AddedOnRampEdge,4874.0,67.375
157806285,7645.0,60.7167
158623068#0,3858.0,68.2917
158623068#1,4943.0,49.2
172165117,4598.0,40.4833
184867222#0,3407.0,64.3375
184867243,3346.0,64.0917
22372547,4563.0,56.6
22372559,2697.0,61.6
23798287,5482.0,63.475
23798288#1,4533.0,63.0417
23807074,2955.0,70.35
23807652#1,4304.0,65.5875
23807653#1,3568.0,69.3833
23820853#1,3181.0,69.75
23955194#0,4559.0,14.775
23955194#1,4130.0,30.0417
23955194#2,4672.0,26.2083
24167679#1,5436.0,58.4083
25029732#2,4194.0,58.6333
25657136,2364.0,66.975
26230999#1,4972.0,45.0083
27829301#1,4785.0,27.8833
27829315#1,4906.0,63.025
27829315#1-AddedOnRampEdge,4641.0,63.9083
28317586#1,3154.0,33.6917
28317747,3207.0,32.55
28317945,3748.0,66.325
28319413#2,4289.0,57.0583
28319423#0,4261.0,21.0667
28319423#1-AddedOffRampEdge,4369.0,42.9083
28319423#2,4393.0,41.9
28319616,4240.0,57.4
28319618#1,3601.0,67.1083
28357386,2014.0,70.0667
28357402,4633.0,54.7667
28357482,3890.0,47.0333
28357727#0,3480.0,22.3125
28357727#0-AddedOffRampEdge,3161.0,45.8917
28357727#1,3281.0,67.675
28358874#1,7781.0,60.075
28358875#1,4615.0,39.7333
28358961,5865.0,61.3167
28359025-AddedOnRampEdge,5441.0,45.3833
28359059#1,5165.0,65.2458
28378884#0,5622.0,60.4333
28378888#1-AddedOnRampEdge,6077.0,56.45
28379295,3386.0,59.0833
28379297,3228.0,63.2875
28396115#1,5701.0,22.7917
28413844,7156.0,54.0333
28414195,3675.0,32.4833
28414204#0,4640.0,62.8
28414349#1,3060.0,68.5167
28433582,4676.0,43.0917
28433597,4349.0,51.5083
28433664#1,4829.0,47.8917
28433666#1,4064.0,52.9583
28433994#1,3858.0,59.75
28434077,3163.0,61.125
28435047,4088.0,57.5458
28435048,3557.0,58.3167
28435496,5072.0,52.8875
28435573,4962.0,59.4917
28437104,2476.0,62.225
28437190#1,3229.0,67.85
28437207,2637.0,64.8833
28464124,3460.0,17.8167
28464126#1,4665.0,61.3417
28464667,4667.0,67.925
28464668#1,6082.0,49.7667
28464671-AddedOffRampEdge,5387.0,54.0
28464671-AddedOnRampEdge,4714.0,35.8
28665765,3345.0,63.9333
28665770#0,3344.0,63.9917
301865758,3204.0,27.0917
301865760,3304.0,31.4167
30583337,3345.0,63.9333
30959001,3467.0,40.3208
30959012,3421.0,66.5
326409095#1,2503.0,65.4583
33104348#0,4126.0,66.5083
334904727,3921.0,62.3917
360948375,3740.0,65.475
363634378,4200.0,18.3333
363648766#1-AddedOnRampEdge,4540.0,53.5
366053237,4243.0,21.9917
367132265,2968.0,65.4917
394385111,4717.0,61.2667
394385113,3921.0,62.8333
394385114#1,2553.0,69.55
394449801#0,3640.0,68.45
394449801#1,5335.0,69.9042
394449803,5910.0,64.525
395336979,3344.0,63.9917
395336990,3344.0,63.9917
395337004,4128.0,66.6
395343261,2908.0,63.6
395343763,3261.0,61.3167
395354964#0,3248.0,66.6833
395354964#1,4966.0,66.275
395354964#2,4775.0,66.9833
395362577,2670.0,60.7583
395368981#0,7743.0,62.4625
395368986,4287.0,71.6333
395394468,4675.0,63.2306
395394473,6209.0,65.9333
395394478,6488.0,65.1542
395439802,3695.0,25.6917
395439803,5384.0,60.1417
395439805,3287.0,59.2792
42397233,3283.0,57.625
479773092#0,4218.0,68.4083
479773092#1,5020.0,69.1333
479773095,6037.0,41.3417
479773098,4549.0,34.775
479773099,3606.0,38.7917
5018717,3258.0,50.9167
5018720,2836.0,53.8667
508060359,3388.0,25.4917
508060361,2881.0,57.6583
508060362,3346.0,64.0917
508115737#0,5082.0,67.4167
508115737#1,5017.0,65.3667
508115737#1-AddedOffRampEdge,3801.0,65.0083
508115745,4989.0,57.8694
508115768,5855.0,51.5417
508115808,6553.0,45.425
508137802,7153.0,52.575
508479313#0,3232.0,56.8333
508479317,4064.0,55.5667
508479326,4310.0,47.2833
508479332#0,4877.0,30.4417
508479336,4307.0,48.8917
508479355,2823.0,68.85
508479365#0,5680.0,14.5833
508479370#0,5358.0,31.5917
508479370#1,6742.0,59.325
509721008,4674.0,23.7917
509721010#0-AddedOnRampEdge,5452.0,63.625
509747240,4449.0,65.7
509747288,5894.0,55.5167
509747302,4216.0,67.7833
509747310-AddedOnRampEdge,2926.0,67.875
509747324-AddedOnRampEdge,5981.0,49.4167
509747346,3287.0,64.1167
509747348,5382.0,57.1917
509747381,4721.0,60.225
509747406-AddedOffRampEdge,7042.0,58.5083
517168464,3659.0,57.85
52286756#1,6112.0,62.9083
52324493,4837.0,50.425
544296215#0,5355.0,67.7917
544296216-AddedOffRampEdge,5824.0,31.925
544296218#0,3348.0,67.2667
544296218#1-AddedOnRampEdge,3665.0,68.6417
544296218#2,4474.0,65.9167
544296221,3833.0,28.375
550271868,3967.0,44.8
550284581,5482.0,65.5083
550284584-AddedOffRampEdge,4083.0,67.3583
550284598,3147.0,60.8333
550284602,3016.0,64.0875
550284604,3698.0,27.8
550284605,4028.0,59.8167
