link_id,interval_nVehContrib,interval_harmonicMeanSpeed
11479094,752.0,66.6333
119271213,1981.0,66.6083
119271337,1978.0,66.7083
119271346,3331.0,66.6083
119271357,1277.0,66.9333
123555214,468.0,67.0042
123555228,4690.0,60.75
123555236,1978.0,66.7083
123592887#0,2003.0,63.4
123592887#1-AddedOffRampEdge,3680.0,57.8667
123592924#1,1093.0,65.5
123867439#1-AddedOnRampEdge,4948.0,62.4
123867446#1,4161.0,61.3
123867452,3545.0,62.6958
123867453#0,850.0,67.7917
123867454,3710.0,61.4167
124952143-AddedOnRampEdge,4249.0,60.1667
124952169,1514.0,65.975
155667053,1218.0,68.9667
156778691,2309.0,61.7583
157593042,2450.0,62.6917
157607510,5094.0,61.1833
157607513#1,6001.0,53.9833
157607517,2161.0,66.1917
157607604-AddedOnRampEdge,1978.0,66.7083
157782133,4790.0,58.2333
157782136#0,3835.0,64.5417
157782136#1-AddedOnRampEdge,3658.0,66.425
157806285,3731.0,68.5083
158623068#0,784.0,68.5417
158623068#1,1461.0,64.6
172165117,2771.0,63.9083
184867222#0,1500.0,66.2042
184867243,1978.0,66.7083
22372547,1175.0,65.8833
22372559,2251.0,66.1833
23798287,5925.0,61.8625
23798288#1,5341.0,64.1417
23807074,2020.0,69.5333
23807652#1,4330.0,62.1375
23807653#1,5105.0,62.925
23820853#1,3501.0,67.2167
23955194#0,2444.0,67.1417
23955194#1,2196.0,64.1833
23955194#2,1944.0,63.6583
24167679#1,5748.0,57.9417
25029732#2,2510.0,64.3083
25657136,2140.0,67.0167
26230999#1,1528.0,58.8083
27829301#1,2560.0,66.6208
27829315#1,5821.0,68.8083
27829315#1-AddedOnRampEdge,4594.0,64.0667
28317586#1,2012.0,65.725
28317747,792.0,66.3528
28317945,3641.0,67.3417
28319413#2,907.0,65.6333
28319423#0,927.0,66.3833
28319423#1-AddedOffRampEdge,1650.0,63.6833
28319423#2,886.0,67.1083
28319616,912.0,67.7833
28319618#1,3391.0,67.35
28357386,4139.0,66.1667
28357402,2064.0,64.5583
28357482,782.0,66.9417
28357727#0,1624.0,65.0792
28357727#0-AddedOffRampEdge,1198.0,59.1
28357727#1,1812.0,68.4417
28358874#1,6619.0,61.825
28358875#1,2700.0,61.175
28358961,5340.0,64.3917
28359025-AddedOnRampEdge,2314.0,64.075
28359059#1,5632.0,64.9083
28378884#0,4723.0,64.3917
28378888#1-AddedOnRampEdge,3687.0,62.15
28379295,1782.0,60.5167
28379297,2802.0,63.9208
28396115#1,2320.0,59.7
28413844,5064.0,58.55
28414195,3111.0,58.0333
28414204#0,3600.0,59.425
28414349#1,4941.0,63.325
28433582,2456.0,63.175
28433597,774.0,65.0333
28433664#1,1176.0,66.525
28433666#1,4496.0,54.7583
28433994#1,1768.0,63.5083
28434077,3113.0,61.725
28435047,1301.0,66.9583
28435048,1366.0,63.85
28435496,2394.0,64.075
28435573,2521.0,65.475
28437104,3455.0,61.4042
28437190#1,4254.0,65.1667
28437207,1965.0,64.7667
28464124,3310.0,61.8417
28464126#1,4323.0,60.5083
28464667,4928.0,63.2417
28464668#1,2862.0,60.1167
28464671-AddedOffRampEdge,2760.0,58.85
28464671-AddedOnRampEdge,2307.0,60.5833
28665765,1980.0,66.5333
28665770#0,1981.0,66.6083
301865758,3206.0,56.4833
301865760,3445.0,59.8042
30583337,1980.0,66.5333
30959001,1004.0,63.85
30959012,3952.0,62.6083
326409095#1,0.0,67.9
33104348#0,4862.0,62.2333
334904727,2798.0,66.1875
360948375,4465.0,57.4
363634378,3693.0,65.1167
363648766#1-AddedOnRampEdge,2466.0,64.9
366053237,3420.0,69.1417
367132265,779.0,68.1583
394385111,3761.0,59.5583
394385113,5747.0,58.45
394385114#1,3525.0,62.7167
394449801#0,4161.0,39.5875
394449801#1,5181.0,23.7125
394449803,5885.0,44.9667
395336979,1981.0,66.6083
395336990,1981.0,66.6083
395337004,4863.0,62.3167
395343261,2769.0,63.65
395343763,0.0,68.0
395354964#0,5710.0,61.525
395354964#1,5804.0,62.125
395354964#2,5518.0,60.425
395362577,2857.0,61.8333
395368981#0,3390.0,66.4958
395368986,3206.0,71.8833
395394468,3014.0,59.9472
395394473,5376.0,32.725
395394478,6339.0,37.9458
395439802,3122.0,65.3083
395439803,2674.0,64.2083
395439805,2372.0,64.8417
42397233,2130.0,66.575
479773092#0,4982.0,62.6167
479773092#1,5422.0,64.6583
479773095,2526.0,68.8167
479773098,2686.0,61.9833
479773099,1440.0,66.4
5018717,2622.0,39.9417
5018720,2280.0,43.5417
508060359,1723.0,66.2333
508060361,1925.0,63.2583
508060362,1978.0,66.7083
508115737#0,4710.0,65.1917
508115737#1,4586.0,63.525
508115737#1-AddedOffRampEdge,3776.0,60.1917
508115745,4870.0,63.4083
508115768,3466.0,65.0667
508115808,3923.0,62.5083
508137802,3653.0,53.45
508479313#0,2658.0,59.55
508479317,3410.0,68.4333
508479326,3435.0,64.975
508479332#0,2871.0,67.0
508479336,3102.0,62.4583
508479355,3816.0,62.4333
508479365#0,3492.0,65.3583
508479370#0,2758.0,62.6583
508479370#1,2716.0,62.6583
509721008,2727.0,60.95
509721010#0-AddedOnRampEdge,6040.0,53.1083
509747240,2641.0,65.1
509747288,2141.0,67.6333
509747302,4962.0,61.1083
509747310-AddedOnRampEdge,4987.0,62.3167
509747324-AddedOnRampEdge,2052.0,67.8583
509747346,4677.0,61.0917
509747348,2344.0,67.0917
509747381,2317.0,67.7333
509747406-AddedOffRampEdge,6537.0,63.0917
517168464,823.0,66.8917
52286756#1,5803.0,63.9333
52324493,2247.0,62.35
544296215#0,2164.0,68.7417
544296216-AddedOffRampEdge,3146.0,66.925
544296218#0,4870.0,58.8917
544296218#1-AddedOnRampEdge,5288.0,54.2
544296218#2,6635.0,53.05
544296221,3184.0,65.5333
550271868,761.0,67.2333
550284581,4311.0,63.7083
550284584-AddedOffRampEdge,4335.0,65.9333
550284598,2932.0,63.5083
550284602,3030.0,59.0875
550284604,1465.0,65.7167
550284605,3791.0,60.2833
552389451,2871.0,62.9833
552389451-AddedOffRampEdge,2857.0,62.675
552603209,5804.0,63.7583
552603210,3338.0,63.0083
56159747,2542.0,66.9833
60759806,3538.0,64.1208
617235581,5320.0,63.5
617235585#0,6160.0,61.4
617235594,2073.0,66.1167
617235603,2844.0,66.3333
617235606,2408.0,65.3625
617235612,931.0,65.65
617259138,3270.0,65.35
617259141,3692.0,64.0583
617259144-AddedOnRampEdge,2550.0,70.0083
617259148-AddedOnRampEdge,2480.0,67.2583
617259170,2252.0,47.4583
617259178,2516.0,66.7
617284141,4097.0,63.7583
617284143,3228.0,67.75
617284144#0,1022.0,67.25
617284144#1,1533.0,65.4833
617284145#0-AddedOnRampEdge,3547.0,64.7417
617284164,4202.0,62.6167
617284166,3276.0,61.4292
617284173,4238.0,64.6375
617335302,4788.0,56.9583
619042896-AddedOffRampEdge,4455.0,62.65
619042916,3677.0,65.325
619042919,2245.0,64.025
619042921,6096.0,63.275
619042924,4944.0,55.1167
685973438,2383.0,63.9833
687721970,4033.0,60.525
687721973,3465.0,67.9917
687721986,1924.0,68.525
699542380#1,1673.0,65.2417
708314651,6101.0,51.6667
711834658,3926.0,55.6278
727202049,4862.0,62.2333
768291603,4585.0,66.7
838046085,0.0,68.7
848429238,3474.0,64.8792
848467540#0,3210.0,64.1083
848467541,2446.0,64.1833
848488831,3304.0,67.1
848489711,663.0,67.725
848489712,1065.0,63.6917
848501101#0,808.0,68.1
848743564,2750.0,62.0667
848743565,2642.0,64.4
848745539#0,3140.0,56.0167
848745539#1,2263.0,66.2
848748038,1085.0,66.2083
848748039,1260.0,66.4458
848748039-AddedOffRampEdge,1160.0,66.3917
848751591,1063.0,65.5
848754158,713.0,66.7667
848767838,1893.0,67.9917
848809833,3951.0,65.8583
848809834,3962.0,63.3833
848818561,4159.0,62.0208
848875024#0,3142.0,66.725
848880058,3902.0,64.4333
848920992#0,4118.0,62.8083
849677308#0,3179.0,57.3417
849677308#1,3401.0,57.875
849696784,4196.0,65.5333
849806971#0,3057.0,63.7167
849818316,2577.0,63.4333
849821064,625.0,66.8917
849833093,3142.0,66.725
850026981,2266.0,68.2333
850032296,5361.0,60.3333
850057340#0,3265.0,62.225
850097346,1440.0,63.4333
850098170,3742.0,66.0083
850134421,1192.0,66.3833
850376107,3720.0,65.275
850378488,976.0,65.95
850395062,5492.0,60.275
850615423,2147.0,59.8917
850616213,5137.0,61.7125
850746591,2746.0,63.5583
850760258,1981.0,66.6083
851520670,1849.0,69.85
851520671-AddedOffRampEdge,1980.0,66.5333
851541351,1020.0,66.5917
851544880,1124.0,67.2708
851548985#1,1980.0,66.5333
851550873,2727.0,67.025
851552197,2671.0,63.9639
851553864,3457.0,61.2083
851555734,4303.0,56.9
851556422,2756.0,59.0083
851560451,3302.0,64.6833
851561436,2642.0,67.825
851568240,5325.0,65.3
851569274,897.0,63.6083
854162451,1442.0,64.5167
854215625,4363.0,63.6583
860646752-AddedOffRampEdge,3537.0,65.625
861059531,2671.0,69.9375
863751890,6038.0,61.7417
863754537,5225.0,60.7
867203204,1954.0,70.4667
867204829,2167.0,67.7
867204830-AddedOffRampEdge,2085.0,68.2667
867208766,4522.0,59.9917
867246178,5206.0,64.9792
867247243,2702.0,65.0875
867251845#0,763.0,66.5333
867256162#0,3874.0,63.8833
867256162#3,1989.0,64.8167
867256163,4146.0,63.3083
867259033,3253.0,62.9583
867262165#0,691.0,67.1792
867290381,3399.0,64.0417
8954447,1933.0,65.925
95265016#1,1061.0,65.6083
