link_id,interval_nVehContrib,interval_harmonicMeanSpeed
28413844,6628.0,56.075
508115745,5024.0,60.3639
508115768,4604.0,63.1667
508115808,6534.0,61.225
508137802,4708.0,57.7083
508479370#1,3768.0,62.1833
52286756#1,6240.0,59.5417
544296215#0,2711.0,65.3167
544296216-AddedOffRampEdge,4887.0,63.4
544296218#0,4324.0,52.6917
544296218#1-AddedOnRampEdge,4886.0,42.75
544296218#2,6304.0,43.9833
619042896-AddedOffRampEdge,4402.0,59.6083
619042916,5272.0,63.3
619042919,2895.0,62.0667
619042921,6887.0,58.8042
619042924,4649.0,50.825
849833093,4889.0,63.2417
851550873,3894.0,64.5417
851552197,3153.0,61.2556
851556422,3557.0,58.5833
