link_id,interval_nVehContrib,interval_harmonicMeanSpeed
157607510,5094.0,61.1833
157607513#1,6001.0,53.9833
157607517,2161.0,66.1917
157607604-AddedOnRampEdge,1978.0,66.7083
172165117,2771.0,63.9083
28414195,3111.0,58.0333
28414204#0,3600.0,59.425
28414349#1,4941.0,63.325
28464124,3310.0,61.8417
28464126#1,4323.0,60.5083
301865758,3206.0,56.4833
301865760,3445.0,59.8042
30959001,1004.0,63.85
360948375,4465.0,57.4
363648766#1-AddedOnRampEdge,2466.0,64.9
395439802,3122.0,65.3083
395439805,2372.0,64.8417
508479313#0,2658.0,59.55
508479317,3410.0,68.4333
508479326,3435.0,64.975
508479332#0,2871.0,67.0
508479336,3102.0,62.4583
508479355,3816.0,62.4333
508479365#0,3492.0,65.3583
508479370#0,2758.0,62.6583
508479370#1,2716.0,62.6583
509721008,2727.0,60.95
509721010#0-AddedOnRampEdge,6040.0,53.1083
552603209,5804.0,63.7583
687721970,4033.0,60.525
687721973,3465.0,67.9917
850376107,3720.0,65.275
850378488,976.0,65.95
850395062,5492.0,60.275
850746591,2746.0,63.5583
851553864,3457.0,61.2083
851555734,4303.0,56.9
851560451,3302.0,64.6833
851561436,2642.0,67.825
851568240,5325.0,65.3
867203204,1954.0,70.4667
