link_id,interval_nVehContrib,interval_harmonicMeanSpeed
157607510,4756.0,60.4667
157607513#1,5528.0,47.9417
157607517,3104.0,66.3833
157607604-AddedOnRampEdge,2837.0,63.9667
172165117,4209.0,54.2583
28414195,3460.0,58.6583
28414204#0,4829.0,53.675
28414349#1,4488.0,62.2667
28464124,3940.0,60.15
28464126#1,4826.0,57.675
301865758,3718.0,55.5083
301865760,3906.0,59.4042
30959001,1924.0,64.7542
360948375,4385.0,48.175
363648766#1-AddedOnRampEdge,3946.0,57.6667
395439802,4523.0,60.175
395439805,4156.0,61.2125
508479313#0,3428.0,55.0417
508479317,4666.0,62.1667
508479326,4635.0,59.8083
508479332#0,4340.0,49.0167
508479336,4145.0,54.7583
508479355,4494.0,59.3167
508479365#0,4079.0,63.4083
508479370#0,3606.0,60.675
508479370#1,3768.0,62.1833
509721008,3812.0,61.0417
509721010#0-AddedOnRampEdge,6082.0,51.0333
552603209,6238.0,59.4417
687721970,3950.0,60.3
687721973,3530.0,67.9083
850376107,3910.0,64.9583
850378488,1909.0,66.775
850395062,4801.0,59.6583
850746591,2788.0,67.8583
851553864,4298.0,59.9417
851555734,4934.0,53.375
851560451,4681.0,59.7833
851561436,3865.0,64.5083
851568240,5208.0,62.6167
867203204,3018.0,70.7583
