link_id,interval_nVehContrib,interval_harmonicMeanSpeed
157607510,4638.0,62.5083
157607513#1,5190.0,52.975
157607517,2031.0,66.0
157607604-AddedOnRampEdge,2051.0,66.4167
172165117,2983.0,63.1333
28414195,3046.0,57.5583
28414204#0,3552.0,59.725
28414349#1,4572.0,63.5417
28464124,3469.0,61.8
28464126#1,4329.0,60.3333
301865758,3371.0,57.4083
301865760,3446.0,60.6375
30959001,1015.0,64.5417
360948375,4561.0,50.0083
363648766#1-AddedOnRampEdge,2621.0,61.4833
395439802,3213.0,63.8333
395439805,2569.0,63.7417
508479313#0,2995.0,59.175
508479317,3532.0,67.3917
508479326,3468.0,63.7
508479332#0,3072.0,64.725
508479336,3267.0,61.1583
508479355,3501.0,63.4333
508479365#0,3347.0,68.7917
508479370#0,2763.0,64.775
508479370#1,2600.0,63.2667
509721008,2600.0,60.6333
509721010#0-AddedOnRampEdge,6270.0,53.875
552603209,6140.0,62.9333
687721970,3988.0,60.9583
687721973,3751.0,65.9917
850376107,3973.0,64.575
850378488,970.0,66.65
850395062,5141.0,60.8167
850746591,2914.0,65.0583
851553864,3633.0,59.7167
851555734,4275.0,56.775
851560451,3418.0,62.2917
851561436,2730.0,66.3583
851568240,4698.0,66.9
867203204,1891.0,70.15
