link_id,interval_nVehContrib,interval_harmonicMeanSpeed
28413844,6788.0,56.35
508115745,4867.0,56.1083
508115768,6122.0,40.4
508115808,8570.0,44.5167
508137802,7252.0,52.3583
508479370#1,6815.0,58.1417
52286756#1,6044.0,61.5833
544296215#0,5458.0,66.7833
544296216-AddedOffRampEdge,5693.0,28.2417
544296218#0,3402.0,65.625
544296218#1-AddedOnRampEdge,3714.0,67.1833
544296218#2,4494.0,66.8
619042896-AddedOffRampEdge,3826.0,65.7
619042916,6040.0,61.4583
619042919,4612.0,60.4917
619042921,6385.0,62.7208
619042924,4003.0,62.2167
849833093,5694.0,28.1417
851550873,5248.0,47.7472
851552197,4545.0,61.2167
851556422,5511.0,57.1917
