link_id,interval_nVehContrib,interval_harmonicMeanSpeed
157607510,1890.0,68.2167
157607513#1,2469.0,67.0417
157607517,1549.0,66.4
157607604-AddedOnRampEdge,1020.0,68.0333
172165117,1430.0,68.0833
28414195,2083.0,65.125
28414204#0,1751.0,65.2
28414349#1,1729.0,68.5583
28464124,1859.0,68.9083
28464126#1,2545.0,64.1417
301865758,2221.0,64.5
301865760,2098.0,66.6333
30959001,649.0,65.3833
360948375,1586.0,67.7167
363648766#1-AddedOnRampEdge,1415.0,66.7667
395439802,1234.0,68.925
395439805,1331.0,66.3458
508479313#0,1283.0,64.2667
508479317,1348.0,71.55
508479326,1516.0,66.2167
508479332#0,1467.0,68.3417
508479336,2009.0,64.5417
508479355,1817.0,68.9
508479365#0,2744.0,72.0833
508479370#0,2154.0,66.425
508479370#1,1889.0,68.4917
509721008,2000.0,61.35
509721010#0-AddedOnRampEdge,2528.0,67.3583
552603209,2550.0,68.7
687721970,1807.0,65.475
687721973,910.0,69.6583
850376107,1023.0,67.7083
850378488,628.0,67.175
850395062,2128.0,65.0333
850746591,824.0,64.5083
851553864,1970.0,68.2583
851555734,1971.0,58.4167
851560451,1325.0,67.85
851561436,1836.0,67.75
851568240,2042.0,71.8917
867203204,1329.0,70.7833
