link_id,interval_nVehContrib,interval_harmonicMeanSpeed
157607510,2995.0,68.6
157607513#1,3915.0,67.1917
157607517,2482.0,65.9667
157607604-AddedOnRampEdge,2130.0,67.4917
172165117,3413.0,67.1583
28414195,3465.0,63.5
28414204#0,3133.0,65.8917
28414349#1,2900.0,68.1667
28464124,3814.0,68.4917
28464126#1,3592.0,63.0083
301865758,3660.0,64.35
301865760,3586.0,66.2458
30959001,1295.0,66.5875
360948375,2872.0,65.325
363648766#1-AddedOnRampEdge,3184.0,58.7083
395439802,2780.0,66.85
395439805,3266.0,66.7292
508479313#0,2218.0,62.7917
508479317,2822.0,69.2833
508479326,2986.0,66.3333
508479332#0,3551.0,67.9333
508479336,3506.0,63.3417
508479355,3060.0,67.6333
508479365#0,4148.0,65.6583
508479370#0,3334.0,64.6917
508479370#1,3588.0,66.7
509721008,3020.0,60.6833
509721010#0-AddedOnRampEdge,4245.0,62.2333
552603209,4574.0,66.8333
687721970,2801.0,64.65
687721973,1603.0,70.5917
850376107,1751.0,68.4875
850378488,1215.0,67.65
850395062,3315.0,65.375
850746591,1145.0,67.3792
851553864,4057.0,67.3917
851555734,3449.0,58.8667
851560451,2925.0,65.9333
851561436,2923.0,67.475
851568240,3452.0,70.625
867203204,2479.0,70.5167
