link_id,interval_nVehContrib,interval_harmonicMeanSpeed
11479094,2605.0,67.675
119271213,3216.0,64.15
119271337,3214.0,64.25
119271346,4350.0,60.9667
119271357,3096.0,60.925
123555214,1393.0,67.6417
123555228,3930.0,63.5417
123555236,3214.0,64.25
123592887#0,3458.0,57.8042
123592887#1-AddedOffRampEdge,3268.0,61.8417
123592924#1,2892.0,62.0083
123867439#1-AddedOnRampEdge,7079.0,65.225
123867446#1,4993.0,62.0417
123867452,3629.0,66.5667
123867453#0,4499.0,62.2167
123867454,3160.0,63.1333
124952143-AddedOnRampEdge,3364.0,64.9167
124952169,5422.0,57.7
155667053,3189.0,60.0667
156778691,1450.0,65.3167
157593042,4982.0,63.775
157607510,2891.0,69.2583
157607513#1,3705.0,66.9
157607517,4114.0,35.6167
157607604-AddedOnRampEdge,3214.0,64.25
157782133,5702.0,60.0583
157782136#0,4789.0,66.25
157782136#1-AddedOnRampEdge,4841.0,67.3833
157806285,7470.0,59.5583
158623068#0,3781.0,68.2833
158623068#1,4972.0,56.8833
172165117,4687.0,60.3583
184867222#0,3253.0,64.7417
184867243,3214.0,64.25
22372547,4317.0,58.85
22372559,2439.0,62.2083
23798287,6495.0,64.0958
23798288#1,5375.0,65.0167
23807074,2697.0,70.125
23807652#1,4151.0,65.4667
23807653#1,3620.0,67.5333
23820853#1,3268.0,70.0917
23955194#0,4677.0,41.2417
23955194#1,4171.0,45.85
23955194#2,4676.0,48.8167
24167679#1,5160.0,59.225
25029732#2,3819.0,60.6833
25657136,2244.0,66.675
26230999#1,4572.0,51.475
27829301#1,7062.0,30.0125
27829315#1,6301.0,68.3667
27829315#1-AddedOnRampEdge,5846.0,66.375
28317586#1,3118.0,62.3167
28317747,3296.0,44.2917
28317945,3394.0,66.9833
28319413#2,4085.0,59.2833
28319423#0,4149.0,23.275
28319423#1-AddedOffRampEdge,4286.0,46.3833
28319423#2,4181.0,51.5167
28319616,3999.0,59.6417
28319618#1,3366.0,63.4583
28357386,2688.0,70.1333
28357402,5581.0,58.1667
28357482,3575.0,57.1667
28357727#0,5144.0,38.8625
28357727#0-AddedOffRampEdge,4795.0,48.4417
28357727#1,4907.0,67.8417
28358874#1,7056.0,63.0833
28358875#1,6633.0,40.9333
28358961,5080.0,66.4083
28359025-AddedOnRampEdge,7654.0,45.1583
28359059#1,5244.0,68.4
28378884#0,5773.0,63.9417
28378888#1-AddedOnRampEdge,5686.0,60.0083
28379295,3293.0,60.5667
28379297,3109.0,63.8
28396115#1,5923.0,63.625
28413844,6855.0,57.2083
28414195,3761.0,56.475
28414204#0,4747.0,59.5667
28414349#1,2999.0,68.3417
28433582,4447.0,61.5792
28433597,4296.0,53.825
28433664#1,4766.0,55.5
28433666#1,3655.0,62.125
28433994#1,3754.0,60.725
28434077,3152.0,60.7083
28435047,4666.0,57.9792
28435048,3496.0,59.0917
28435496,5121.0,58.1125
28435573,5161.0,57.4167
28437104,2232.0,63.0042
28437190#1,3360.0,67.6833
28437207,2471.0,64.925
28464124,4989.0,61.65
28464126#1,4816.0,61.625
28464667,4382.0,68.1167
28464668#1,5963.0,43.3917
28464671-AddedOffRampEdge,5337.0,49.3167
28464671-AddedOnRampEdge,4966.0,49.5167
28665765,3214.0,64.0667
28665770#0,3216.0,64.15
301865758,4452.0,60.8333
301865760,4617.0,63.8458
30583337,3214.0,64.0667
30959001,3119.0,61.5167
30959012,3021.0,67.4667
326409095#1,2352.0,64.3917
33104348#0,3827.0,66.3667
334904727,3467.0,64.2667
360948375,3684.0,66.1833
363634378,4583.0,61.025
363648766#1-AddedOnRampEdge,4664.0,52.15
366053237,4595.0,61.5667
367132265,2869.0,65.3417
394385111,6288.0,63.75
394385113,4879.0,63.6167
394385114#1,2742.0,70.4417
394449801#0,4423.0,67.8583
394449801#1,5203.0,69.3292
394449803,5697.0,65.3083
395336979,3216.0,64.15
395336990,3216.0,64.15
395337004,3830.0,66.4667
395343261,2609.0,64.1833
395343763,3085.0,58.65
395354964#0,4546.0,66.5917
395354964#1,4738.0,66.2417
395354964#2,4505.0,67.3917
395362577,2735.0,60.9417
395368981#0,7285.0,64.5667
395368986,5881.0,71.3417
395394468,5033.0,63.6333
395394473,6001.0,65.7333
395394478,6249.0,66.4708
395439802,4114.0,44.9833
395439803,5426.0,65.1917
395439805,4712.0,62.7542
42397233,2958.0,59.15
479773092#0,3982.0,68.45
479773092#1,4718.0,70.4
479773095,5535.0,57.3333
479773098,4621.0,41.425
479773099,3459.0,52.5667
5018717,3143.0,48.15
5018720,2756.0,51.9583
508060359,3586.0,60.9583
508060361,2640.0,57.9
508060362,3214.0,64.25
508115737#0,4771.0,67.0167
508115737#1,4872.0,65.1333
508115737#1-AddedOffRampEdge,3662.0,64.45
508115745,4796.0,63.7778
508115768,5543.0,58.4333
508115808,8671.0,44.9833
508137802,7176.0,52.4667
508479313#0,3311.0,54.8
508479317,4177.0,58.825
508479326,4353.0,53.7167
508479332#0,4628.0,56.2667
508479336,4333.0,60.5917
508479355,2788.0,68.8917
508479365#0,5809.0,17.6083
508479370#0,5228.0,33.2333
508479370#1,6748.0,59.525
509721008,4970.0,35.5583
509721010#0-AddedOnRampEdge,5392.0,65.5333
509747240,4121.0,68.4208
509747288,5410.0,59.4083
509747302,3926.0,68.075
509747310-AddedOnRampEdge,3911.0,68.1833
509747324-AddedOnRampEdge,5456.0,56.15
509747346,4375.0,64.0333
509747348,4997.0,62.4833
509747381,4466.0,61.0417
509747406-AddedOffRampEdge,6715.0,61.8333
517168464,3478.0,59.25
52286756#1,5939.0,63.325
52324493,4844.0,54.5833
544296215#0,5350.0,67.425
544296216-AddedOffRampEdge,5732.0,35.6917
544296218#0,3197.0,67.1833
544296218#1-AddedOnRampEdge,3368.0,68.4917
544296218#2,4270.0,67.2333
544296221,4100.0,57.55
550271868,4036.0,38.8208
550284581,5501.0,65.7583
550284584-AddedOffRampEdge,5972.0,67.9583
550284598,2772.0,66.0917
550284602,2743.0,63.7292
550284604,3686.0,30.1667
550284605,3894.0,61.875
552389451,5256.0,62.7417
552389451-AddedOffRampEdge,5241.0,62.1
552603209,5939.0,63.175
552603210,4671.0,65.0833
56159747,3174.0,63.3292
60759806,3501.0,64.4208
617235581,4935.0,48.8083
617235585#0,6333.0,62.8583
617235594,6041.0,62.7
617235603,2800.0,64.6667
617235606,2088.0,66.6208
617235612,5496.0,56.5417
617259138,1644.0,68.6875
617259141,4208.0,67.575
617259144-AddedOnRampEdge,5261.0,66.225
617259148-AddedOnRampEdge,4972.0,58.975
617259170,5299.0,61.675
617259178,5139.0,61.625
617284141,3970.0,66.0
617284143,1617.0,68.15
617284144#0,3290.0,64.175
617284144#1,3316.0,64.6917
617284145#0-AddedOnRampEdge,3286.0,63.425
617284164,4199.0,68.6667
617284166,5682.0,53.9417
617284173,4713.0,67.35
617335302,4840.0,63.0083
619042896-AddedOffRampEdge,3526.0,67.6083
619042916,6352.0,62.0083
619042919,4272.0,62.1917
619042921,6060.0,64.2292
619042924,3857.0,63.8333
685973438,5053.0,52.7917
687721970,3395.0,65.3583
687721973,1961.0,69.8167
687721986,4923.0,58.8667
699542380#1,3140.0,64.5
708314651,6958.0,50.3
711834658,5287.0,63.4833
727202049,3827.0,66.3667
768291603,4497.0,71.0917
838046085,6221.0,45.7167
848429238,306.0,60.95
848467540#0,2686.0,64.9208
848467541,1901.0,64.4333
848488831,2916.0,67.1083
848489711,3760.0,59.0042
848489712,3798.0,58.5417
848501101#0,4032.0,67.6083
848743564,3738.0,62.2583
848743565,3371.0,59.2333
848745539#0,3954.0,48.4667
848745539#1,2431.0,61.15
848748038,3952.0,54.1333
848748039,4425.0,50.6167
848748039-AddedOffRampEdge,4338.0,59.7333
848751591,3833.0,58.8833
848754158,2821.0,61.4083
848767838,2031.0,67.7333
848809833,3814.0,65.075
848809834,4028.0,65.3417
848818561,4054.0,67.175
848875024#0,5728.0,35.5917
848880058,3210.0,64.3833
848920992#0,3649.0,61.5917
849677308#0,5158.0,67.6583
849677308#1,4966.0,64.2167
849696784,4688.0,68.3583
849806971#0,3280.0,65.95
849818316,2154.0,64.8917
849821064,2683.0,66.2458
849833093,5728.0,35.5917
850026981,2470.0,68.875
850032296,4728.0,65.2417
850057340#0,3713.0,64.1917
850097346,5124.0,55.7417
850098170,3641.0,67.6917
850134421,4567.0,56.7417
850376107,1988.0,68.4667
850378488,3715.0,49.725
850395062,3300.0,64.8833
850615423,5668.0,54.3417
850616213,5580.0,61.7542
850746591,1342.0,64.2375
850760258,3216.0,64.15
851520670,2165.0,71.05
851520671-AddedOffRampEdge,1528.0,67.225
851541351,4312.0,57.1333
851544880,4402.0,52.2083
851548985#1,3214.0,64.0667
851550873,5060.0,60.5556
851552197,4217.0,63.575
851553864,5331.0,51.9917
851555734,4824.0,57.2167
851556422,5452.0,57.6917
851560451,4540.0,48.575
851561436,4328.0,57.0167
851568240,3081.0,72.0083
851569274,4215.0,63.425
854162451,4060.0,56.4333
854215625,4505.0,64.6167
860646752-AddedOffRampEdge,3914.0,68.85
861059531,5124.0,55.5
863751890,8020.0,63.4333
863754537,5702.0,62.8333
867203204,4586.0,34.3167
867204829,5193.0,58.8333
867204830-AddedOffRampEdge,5696.0,58.9917
867208766,3777.0,67.5167
867246178,4761.0,65.3208
867247243,5156.0,59.3083
867251845#0,4838.0,59.175
867256162#0,3444.0,63.1333
867256162#3,2512.0,65.1917
867256163,3888.0,66.575
867259033,3159.0,61.2708
867262165#0,3647.0,62.5583
867290381,2873.0,60.6792
8954447,4807.0,61.3167
95265016#1,3162.0,61.4833
