link_id,interval_nVehContrib,interval_harmonicMeanSpeed
28413844,4844.0,58.25
508115745,4916.0,63.2889
508115768,3248.0,65.4333
508115808,2999.0,62.8
508137802,3491.0,55.475
508479370#1,2418.0,66.5167
52286756#1,5921.0,63.75
544296215#0,2009.0,68.1583
544296216-AddedOffRampEdge,2977.0,67.275
544296218#0,4898.0,62.1
544296218#1-AddedOnRampEdge,5435.0,61.3333
544296218#2,6732.0,55.475
619042896-AddedOffRampEdge,4653.0,63.9
619042916,3588.0,65.55
619042919,2107.0,63.6083
619042921,5459.0,63.35
619042924,5032.0,57.8333
849833093,2979.0,67.0917
851550873,2559.0,67.1611
851552197,2649.0,64.2194
851556422,2638.0,59.5917
