link_id,interval_nVehContrib,interval_harmonicMeanSpeed
28413844,6855.0,57.2083
508115745,4796.0,63.7778
508115768,5543.0,58.4333
508115808,8671.0,44.9833
508137802,7176.0,52.4667
508479370#1,6748.0,59.525
52286756#1,5939.0,63.325
544296215#0,5350.0,67.425
544296216-AddedOffRampEdge,5732.0,35.6917
544296218#0,3197.0,67.1833
544296218#1-AddedOnRampEdge,3368.0,68.4917
544296218#2,4270.0,67.2333
619042896-AddedOffRampEdge,3526.0,67.6083
619042916,6352.0,62.0083
619042919,4272.0,62.1917
619042921,6060.0,64.2292
619042924,3857.0,63.8333
849833093,5728.0,35.5917
851550873,5060.0,60.5556
851552197,4217.0,63.575
851556422,5452.0,57.6917
