link_id,interval_nVehContrib,interval_harmonicMeanSpeed
11479094,1828.0,66.15
119271213,2678.0,64.2583
119271337,2679.0,64.35
119271346,5325.0,60.9917
119271357,2406.0,63.8333
123555214,773.0,67.025
123555228,4260.0,59.075
123555236,2679.0,64.35
123592887#0,1977.0,60.7708
123592887#1-AddedOffRampEdge,3753.0,55.125
123592924#1,2623.0,60.3167
123867439#1-AddedOnRampEdge,6297.0,61.4333
123867446#1,4934.0,57.85
123867452,3946.0,61.75
123867453#0,2890.0,68.3
123867454,3976.0,52.9167
124952143-AddedOnRampEdge,4044.0,56.175
124952169,3906.0,63.1389
155667053,2747.0,59.4833
156778691,1543.0,58.8333
157593042,3846.0,61.3583
157607510,4593.0,61.075
157607513#1,5408.0,42.1417
157607517,3147.0,64.9667
157607604-AddedOnRampEdge,2679.0,64.35
157782133,5653.0,56.8083
157782136#0,4539.0,61.8917
157782136#1-AddedOnRampEdge,4320.0,64.075
157806285,5364.0,61.4417
158623068#0,2415.0,67.25
158623068#1,3762.0,61.625
172165117,4177.0,60.2917
184867222#0,2607.0,65.2042
184867243,2679.0,64.35
22372547,3324.0,59.15
22372559,3285.0,61.3417
23798287,7385.0,56.2625
23798288#1,5869.0,64.05
23807074,2230.0,69.075
23807652#1,4247.0,59.0958
23807653#1,3429.0,60.5833
23820853#1,3312.0,60.5417
23955194#0,3550.0,64.4167
23955194#1,2996.0,60.375
23955194#2,2967.0,63.4917
24167679#1,4993.0,57.4917
25029732#2,4017.0,57.8583
25657136,3325.0,63.9667
26230999#1,3545.0,55.1667
27829301#1,5246.0,63.4167
27829315#1,6793.0,67.4667
27829315#1-AddedOnRampEdge,5677.0,63.0833
28317586#1,2973.0,57.0083
28317747,2277.0,65.6028
28317945,4208.0,54.8083
28319413#2,2370.0,63.675
28319423#0,2631.0,64.5917
28319423#1-AddedOffRampEdge,3720.0,64.1167
28319423#2,2398.0,67.1
28319616,2370.0,65.8
28319618#1,2769.0,57.3083
28357386,4818.0,64.4583
28357402,3045.0,65.1833
28357482,1608.0,67.9083
28357727#0,3752.0,62.175
28357727#0-AddedOffRampEdge,3266.0,59.8
28357727#1,4007.0,68.4
28358874#1,8252.0,59.7917
