link_id,interval_nVehContrib,interval_harmonicMeanSpeed
28413844,5149.0,59.325
508115745,5093.0,62.5056
508115768,3927.0,65.325
508115808,3825.0,63.7083
508137802,3311.0,57.0417
508479370#1,2452.0,66.925
52286756#1,6111.0,63.0583
544296215#0,1943.0,68.3167
544296216-AddedOffRampEdge,3196.0,66.875
544296218#0,5001.0,56.7583
544296218#1-AddedOnRampEdge,5324.0,50.8833
544296218#2,6985.0,49.7167
619042896-AddedOffRampEdge,4492.0,59.5667
619042916,3623.0,66.2333
619042919,2611.0,64.0583
619042921,6330.0,62.6583
619042924,5386.0,55.0083
849833093,3198.0,66.6833
851550873,2772.0,67.3944
851552197,2835.0,63.6389
851556422,2429.0,60.875
