link_id,interval_nVehContrib,interval_harmonicMeanSpeed
11479094,3305.0,59.8417
119271213,3339.0,63.8
119271337,3337.0,63.8667
119271346,4080.0,35.5583
119271357,3445.0,60.7333
123555214,1549.0,65.7708
123555228,4086.0,63.3167
123555236,3337.0,63.8667
123592887#0,4250.0,57.275
123592887#1-AddedOffRampEdge,3428.0,61.925
123592924#1,3507.0,53.05
123867439#1-AddedOnRampEdge,7771.0,66.2417
123867446#1,5176.0,48.0
123867452,3639.0,65.875
123867453#0,4179.0,27.3083
123867454,3565.0,62.4833
124952143-AddedOnRampEdge,3513.0,64.2167
124952169,4393.0,22.1194
155667053,3408.0,55.3417
156778691,1519.0,66.0167
157593042,5114.0,42.925
157607510,2680.0,68.4
157607513#1,3775.0,67.7083
157607517,3347.0,15.1667
157607604-AddedOnRampEdge,3337.0,63.8667
157782133,5476.0,39.625
157782136#0,5061.0,65.8583
157782136#1-AddedOnRampEdge,5062.0,68.3333
157806285,7859.0,64.325
158623068#0,3612.0,67.8333
158623068#1,4744.0,37.85
172165117,4327.0,20.125
184867222#0,3129.0,50.9667
184867243,3337.0,63.8667
22372547,4920.0,38.4167
22372559,2650.0,62.4333
23798287,6678.0,63.1833
23798288#1,6132.0,62.6917
23807074,3010.0,70.275
23807652#1,4280.0,65.7042
23807653#1,3824.0,67.95
23820853#1,3187.0,69.35
23955194#0,4970.0,19.7083
23955194#1,4390.0,34.875
23955194#2,4950.0,32.475
24167679#1,5387.0,58.7417
25029732#2,4275.0,53.5167
25657136,2239.0,63.7167
26230999#1,5336.0,36.9083
27829301#1,6649.0,24.6917
27829315#1,7165.0,66.0917
27829315#1-AddedOnRampEdge,6126.0,63.7417
28317586#1,3305.0,51.225
28317747,2844.0,18.2833
28317945,3494.0,66.6667
28319413#2,4401.0,56.775
28319423#0,4134.0,20.9167
28319423#1-AddedOffRampEdge,4422.0,41.5417
28319423#2,4463.0,37.5833
28319616,4224.0,56.6917
28319618#1,1909.0,67.4
28357386,3072.0,68.0833
28357402,5204.0,40.5667
28357482,3909.0,27.5083
28357727#0,4618.0,20.6542
28357727#0-AddedOffRampEdge,4385.0,44.3167
28357727#1,4391.0,67.6583
28358874#1,7718.0,61.1917
28358875#1,6578.0,38.3333
28358961,5821.0,64.1667
28359025-AddedOnRampEdge,7666.0,44.3167
28359059#1,6084.0,67.1292
28378884#0,5641.0,59.075
28378888#1-AddedOnRampEdge,6149.0,58.8083
28379295,3597.0,60.2917
28379297,3212.0,63.3
28396115#1,6150.0,29.05
28413844,7263.0,55.9333
28414195,3615.0,36.7833
28414204#0,4249.0,64.225
28414349#1,2846.0,68.3917
28433582,4452.0,40.85
28433597,4438.0,48.6833
28433664#1,4941.0,47.5833
28433666#1,3782.0,45.1
28433994#1,3939.0,60.0625
28434077,3216.0,60.9083
28435047,4185.0,52.825
28435048,3648.0,56.0917
28435496,5172.0,48.3542
28435573,5430.0,58.125
28437104,2444.0,63.2375
28437190#1,3446.0,67.7917
28437207,2666.0,65.0
28464124,4750.0,20.725
28464126#1,5154.0,63.0333
28464667,4460.0,67.4667
28464668#1,6222.0,50.6833
28464671-AddedOffRampEdge,5504.0,54.8833
28464671-AddedOnRampEdge,5095.0,45.6167
28665765,3337.0,63.7
28665770#0,3339.0,63.8
301865758,4256.0,25.9917
301865760,4326.0,33.75
30583337,3337.0,63.7
30959001,2976.0,27.5042
30959012,3144.0,66.6833
326409095#1,2450.0,64.4083
33104348#0,3956.0,66.45
334904727,4076.0,61.9167
360948375,3753.0,65.125
363634378,3358.0,17.7417
363648766#1-AddedOnRampEdge,4581.0,42.2583
366053237,3468.0,18.15
367132265,3646.0,57.9958
394385111,6601.0,62.3167
394385113,4961.0,63.6583
394385114#1,2591.0,69.1833
394449801#0,4599.0,67.8667
394449801#1,5543.0,69.0667
394449803,6068.0,62.875
395336979,3339.0,63.8
395336990,3339.0,63.8
395337004,3957.0,66.55
395343261,2736.0,63.925
395343763,3577.0,41.4
395354964#0,4936.0,64.5167
395354964#1,5161.0,63.3167
395354964#2,4768.0,64.175
395362577,2885.0,61.1417
395368981#0,8087.0,62.2958
395368986,6415.0,71.4417
395394468,5355.0,63.5
395394473,6334.0,64.3833
395394478,6652.0,63.9708
395439802,3136.0,21.0583
395439803,5425.0,42.5583
395439805,4692.0,50.4125
42397233,2875.0,61.15
479773092#0,4320.0,66.325
479773092#1,5131.0,68.0
479773095,5763.0,28.8583
479773098,3995.0,28.3167
479773099,3499.0,22.2833
5018717,2881.0,46.8333
5018720,2777.0,46.3583
508060359,3882.0,44.4917
508060361,2591.0,59.675
508060362,3337.0,63.8667
508115737#0,5034.0,67.0083
508115737#1,4875.0,65.125
508115737#1-AddedOffRampEdge,3652.0,64.7333
508115745,4867.0,63.0528
508115768,5847.0,48.0833
