link_id,interval_nVehContrib,interval_harmonicMeanSpeed
28413844,6922.0,54.525
508115745,5043.0,55.3583
508115768,4905.0,60.075
508115808,6447.0,61.95
508137802,4579.0,56.4417
508479370#1,3516.0,61.2
52286756#1,6303.0,52.6583
544296215#0,2722.0,65.5417
544296216-AddedOffRampEdge,4918.0,63.675
544296218#0,4994.0,37.625
544296218#1-AddedOnRampEdge,5192.0,21.625
544296218#2,6825.0,32.9
619042896-AddedOffRampEdge,4677.0,53.0417
619042916,5315.0,63.075
619042919,2817.0,62.9
619042921,6771.0,50.65
619042924,4999.0,32.8833
849833093,4919.0,63.4917
851550873,4168.0,62.6139
851552197,3138.0,61.0444
851556422,3461.0,58.1083
