link_id,interval_nVehContrib,interval_harmonicMeanSpeed
28413844,7263.0,55.9333
508115745,4867.0,63.0528
508115768,5847.0,48.0833
508115808,8661.0,44.6917
508137802,7490.0,54.25
508479370#1,6675.0,57.825
52286756#1,6060.0,62.3917
544296215#0,5598.0,66.4667
544296216-AddedOffRampEdge,5741.0,29.25
544296218#0,3204.0,66.275
544296218#1-AddedOnRampEdge,3620.0,68.525
544296218#2,4264.0,67.0083
619042896-AddedOffRampEdge,3539.0,66.8417
619042916,7024.0,60.5917
619042919,4620.0,60.9333
619042921,6479.0,63.1875
619042924,3842.0,62.8333
849833093,5742.0,29.15
851550873,5118.0,53.3222
851552197,4537.0,61.7833
851556422,5628.0,57.3083
