link_id,interval_nVehContrib,interval_harmonicMeanSpeed
157607510,5207.0,54.0083
157607513#1,6188.0,40.325
157607517,2975.0,66.2333
157607604-AddedOnRampEdge,2873.0,63.75
172165117,4580.0,14.8583
28414195,3563.0,42.3917
28414204#0,5041.0,42.1833
28414349#1,4847.0,30.7667
28464124,4183.0,59.4167
28464126#1,5943.0,58.2083
301865758,3758.0,55.3583
301865760,4257.0,59.1292
30959001,2218.0,63.2
360948375,4197.0,35.975
363648766#1-AddedOnRampEdge,4464.0,51.6333
395439802,4631.0,48.6333
395439805,4652.0,57.8542
508479313#0,3649.0,39.6417
508479317,4841.0,41.4
508479326,4661.0,42.4833
508479332#0,5001.0,18.0167
508479336,3610.0,27.2
508479355,4864.0,48.1333
508479365#0,3793.0,63.625
508479370#0,3558.0,60.7417
508479370#1,3516.0,61.2
509721008,3643.0,60.75
509721010#0-AddedOnRampEdge,6078.0,52.3167
552603209,6302.0,52.5583
687721970,4106.0,31.125
687721973,4358.0,31.325
850376107,4832.0,44.3042
850378488,2166.0,65.9167
850395062,4499.0,26.0667
850746591,3727.0,51.9417
851553864,4577.0,40.55
851555734,5594.0,58.675
851560451,4783.0,41.3
851561436,3884.0,65.2917
851568240,6021.0,48.6083
867203204,2788.0,69.9667
