link_id,interval_nVehContrib,interval_harmonicMeanSpeed
28413844,2957.0,62.525
508115745,2234.0,68.6861
508115768,2494.0,65.7333
508115808,2935.0,62.8167
508137802,2691.0,53.7917
508479370#1,1894.0,67.2917
52286756#1,2551.0,68.9
544296215#0,1533.0,68.25
544296216-AddedOffRampEdge,2016.0,69.0083
544296218#0,2008.0,60.8833
544296218#1-AddedOnRampEdge,2188.0,63.7
544296218#2,2733.0,63.8833
619042896-AddedOffRampEdge,1906.0,61.65
619042916,2864.0,66.625
619042919,1616.0,64.1167
619042921,3060.0,67.7333
619042924,2082.0,54.575
849833093,2017.0,68.8333
851550873,1567.0,67.8139
851552197,1702.0,64.4083
851556422,2063.0,59.2333
