link_id,interval_nVehContrib,interval_harmonicMeanSpeed
28413844,5464.0,62.35
508115745,3911.0,66.9806
508115768,3827.0,65.8667
508115808,5331.0,61.7083
508137802,4387.0,55.0667
508479370#1,3150.0,65.175
52286756#1,4575.0,67.0333
544296215#0,2738.0,68.475
544296216-AddedOffRampEdge,3983.0,67.2667
544296218#0,3413.0,66.2833
544296218#1-AddedOnRampEdge,3602.0,69.1833
544296218#2,3755.0,65.15
619042896-AddedOffRampEdge,2738.0,68.8583
619042916,4516.0,65.7083
619042919,2288.0,63.6083
619042921,5451.0,66.0458
619042924,3818.0,62.15
849833093,3982.0,67.0667
851550873,3089.0,67.8944
851552197,2402.0,65.4472
851556422,3258.0,59.5417
