link_id,interval_nVehContrib,interval_harmonicMeanSpeed
157607510,2493.0,68.2583
157607513#1,3841.0,66.625
157607517,2184.0,65.4917
157607604-AddedOnRampEdge,2130.0,67.4917
172165117,3229.0,67.85
28414195,3150.0,64.475
28414204#0,3227.0,63.4667
28414349#1,2910.0,68.9167
28464124,3630.0,67.9583
28464126#1,3795.0,62.1333
301865758,3584.0,63.625
301865760,3406.0,64.225
30959001,1231.0,64.1625
360948375,3037.0,66.2417
363648766#1-AddedOnRampEdge,2051.0,64.6
395439802,2688.0,66.5917
395439805,3054.0,66.9125
508479313#0,2190.0,61.8083
508479317,2725.0,68.8417
508479326,2921.0,65.8667
508479332#0,3341.0,68.8667
508479336,3381.0,64.1167
508479355,2966.0,68.5667
508479365#0,4134.0,65.5083
508479370#0,3147.0,63.6083
508479370#1,3150.0,65.175
509721008,2634.0,60.625
509721010#0-AddedOnRampEdge,4531.0,62.0333
552603209,4574.0,66.8333
687721970,2905.0,65.5333
687721973,1628.0,69.125
850376107,1681.0,67.2167
850378488,1195.0,67.175
850395062,3341.0,65.7833
850746591,1140.0,64.8833
851553864,3769.0,66.4083
851555734,3444.0,58.0083
851560451,2832.0,65.7667
851561436,2947.0,65.7167
851568240,3392.0,71.55
867203204,2176.0,70.7167
