link_id,interval_nVehContrib,interval_harmonicMeanSpeed
11479094,2308.0,68.0
119271213,3003.0,66.2167
119271337,3003.0,66.3083
119271346,4299.0,62.4417
119271357,1973.0,62.375
123555214,1355.0,66.8
123555228,4033.0,63.2208
123555236,3003.0,66.3083
123592887#0,3852.0,54.6167
123592887#1-AddedOffRampEdge,3427.0,56.975
123592924#1,2855.0,62.1083
123867439#1-AddedOnRampEdge,6495.0,65.5833
123867446#1,4762.0,65.5083
123867452,3896.0,65.5208
123867453#0,3784.0,68.5667
123867454,3261.0,60.8667
124952143-AddedOnRampEdge,3981.0,61.5333
124952169,5328.0,63.8944
155667053,2453.0,52.9417
156778691,1702.0,63.5208
157593042,4097.0,64.425
157607510,3689.0,69.0083
157607513#1,4652.0,43.1167
157607517,3833.0,66.6167
157607604-AddedOnRampEdge,3003.0,66.3083
157782133,5113.0,62.775
157782136#0,4975.0,64.45
157782136#1-AddedOnRampEdge,5010.0,65.6417
157806285,6233.0,67.425
158623068#0,3183.0,68.325
158623068#1,4075.0,61.35
172165117,4140.0,64.55
184867222#0,2839.0,66.0708
184867243,3003.0,66.3083
22372547,3131.0,62.875
22372559,2677.0,65.4417
23798287,6202.0,62.1417
23798288#1,5382.0,64.7167
23807074,2863.0,71.1083
23807652#1,4319.0,64.9208
23807653#1,3939.0,66.7833
23820853#1,4064.0,69.5417
23955194#0,4592.0,63.7
23955194#1,3943.0,62.3417
23955194#2,4293.0,63.5917
24167679#1,5000.0,58.475
25029732#2,3604.0,61.3417
25657136,2428.0,66.9083
26230999#1,3248.0,57.6333
27829301#1,7166.0,57.7792
27829315#1,6168.0,68.7417
27829315#1-AddedOnRampEdge,5412.0,66.3833
28317586#1,2722.0,62.9583
28317747,2679.0,61.6694
28317945,3197.0,65.35
28319413#2,2793.0,66.5167
28319423#0,3606.0,64.7
28319423#1-AddedOffRampEdge,3979.0,62.7417
28319423#2,3177.0,66.375
28319616,2808.0,64.4083
28319618#1,2504.0,60.5583
28357386,2990.0,69.5167
28357402,3209.0,64.6
28357482,1872.0,67.55
28357727#0,4947.0,61.4333
28357727#0-AddedOffRampEdge,4622.0,66.9083
28357727#1,4931.0,66.2583
28358874#1,7998.0,62.0
28358875#1,6868.0,56.475
28358961,5797.0,63.0167
28359025-AddedOnRampEdge,6985.0,60.9083
28359059#1,5872.0,66.4792
28378884#0,6403.0,61.9833
28378888#1-AddedOnRampEdge,5715.0,63.525
28379295,3030.0,60.4583
28379297,3094.0,64.3167
28396115#1,5342.0,64.2
28413844,6914.0,60.6
28414195,4213.0,63.0
28414204#0,5100.0,49.3333
28414349#1,3710.0,68.725
28433582,5101.0,52.6583
28433597,3006.0,64.0
28433664#1,3550.0,65.1083
28433666#1,4300.0,59.575
28433994#1,3156.0,62.7833
28434077,2539.0,63.0333
28435047,2991.0,64.6125
28435048,2618.0,63.7333
28435496,4089.0,62.1375
28435573,3621.0,61.5333
28437104,2556.0,62.9458
28437190#1,3802.0,67.2167
28437207,2250.0,64.975
28464124,4829.0,65.1083
28464126#1,4792.0,58.7083
28464667,5351.0,67.0083
28464668#1,5381.0,61.0917
28464671-AddedOffRampEdge,4901.0,61.8083
28464671-AddedOnRampEdge,4503.0,63.4
28665765,3002.0,66.1167
28665770#0,3003.0,66.2167
301865758,4404.0,63.6083
301865760,4322.0,64.725
30583337,3002.0,66.1167
30959001,1891.0,64.925
30959012,3608.0,64.7458
326409095#1,2074.0,65.6333
33104348#0,4166.0,66.55
334904727,3638.0,64.5167
360948375,3691.0,64.4083
