link_id,interval_nVehContrib,interval_harmonicMeanSpeed
11479094,380.0,66.8333
119271213,1021.0,67.925
119271337,1020.0,68.0333
119271346,1221.0,67.0417
119271357,712.0,67.95
123555214,385.0,67.1458
123555228,2049.0,65.0375
123555236,1020.0,68.0333
123592887#0,688.0,66.425
123592887#1-AddedOffRampEdge,1342.0,60.2583
123592924#1,594.0,65.5833
123867439#1-AddedOnRampEdge,2612.0,65.5583
123867446#1,2050.0,66.9917
123867452,1446.0,67.1417
123867453#0,603.0,67.65
123867454,1262.0,65.8917
124952143-AddedOnRampEdge,1406.0,66.0417
124952169,903.0,66.2361
155667053,761.0,67.425
156778691,763.0,65.3667
157593042,1359.0,67.0083
157607510,1738.0,66.675
157607513#1,2453.0,64.525
157607517,1480.0,65.7333
157607604-AddedOnRampEdge,1020.0,68.0333
157782133,2739.0,63.1417
157782136#0,1825.0,66.7
157782136#1-AddedOnRampEdge,1799.0,66.9583
157806285,2531.0,69.3917
158623068#0,427.0,68.0417
158623068#1,1054.0,64.6833
172165117,1407.0,67.125
184867222#0,878.0,66.85
184867243,1020.0,68.0333
22372547,577.0,65.3917
22372559,787.0,67.9
23798287,2453.0,67.9375
23798288#1,3236.0,65.3
23807074,1436.0,70.125
23807652#1,2109.0,66.3042
23807653#1,1635.0,69.05
23820853#1,1510.0,69.6333
23955194#0,1257.0,66.125
23955194#1,1431.0,64.1583
23955194#2,1054.0,65.7
24167679#1,2707.0,60.4
25029732#2,1083.0,64.05
25657136,817.0,66.5167
26230999#1,848.0,59.3917
27829301#1,1665.0,66.8333
27829315#1,2381.0,70.775
27829315#1-AddedOnRampEdge,2684.0,66.7417
28317586#1,1693.0,63.1417
28317747,708.0,66.1222
28317945,1124.0,68.5083
28319413#2,658.0,66.2417
28319423#0,649.0,66.7292
28319423#1-AddedOffRampEdge,1323.0,63.5583
28319423#2,639.0,67.1833
28319616,661.0,67.2917
28319618#1,1469.0,61.3
28357386,1421.0,69.1583
28357402,1610.0,64.475
28357482,562.0,67.4583
28357727#0,1119.0,64.7417
28357727#0-AddedOffRampEdge,748.0,62.775
28357727#1,1325.0,68.0
28358874#1,3511.0,63.6083
28358875#1,1816.0,61.1583
28358961,2211.0,67.5583
28359025-AddedOnRampEdge,1436.0,65.4333
28359059#1,2299.0,70.2542
28378884#0,1978.0,65.7917
28378888#1-AddedOnRampEdge,1812.0,65.8
28379295,1589.0,60.1583
28379297,1340.0,65.825
28396115#1,1202.0,66.1583
28413844,2957.0,62.525
28414195,1904.0,63.5167
28414204#0,1752.0,63.7583
28414349#1,1690.0,67.525
28433582,2309.0,62.1083
28433597,1051.0,62.4833
28433664#1,836.0,66.8083
28433666#1,1683.0,67.25
28433994#1,1111.0,64.1542
28434077,1392.0,63.8083
28435047,928.0,66.5
28435048,1064.0,63.725
28435496,1277.0,67.8083
28435573,1609.0,64.5167
28437104,1092.0,63.6917
28437190#1,1816.0,67.4083
28437207,1589.0,64.7
28464124,1856.0,68.1333
28464126#1,2404.0,62.125
28464667,1903.0,66.3417
28464668#1,1688.0,62.8417
28464671-AddedOffRampEdge,1631.0,61.8417
28464671-AddedOnRampEdge,1665.0,63.7083
28665765,1021.0,67.8667
28665770#0,1021.0,67.925
301865758,2137.0,63.7
301865760,2025.0,65.2708
30583337,1021.0,67.8667
30959001,252.0,65.1
30959012,1427.0,67.875
326409095#1,789.0,66.9
33104348#0,2076.0,68.175
334904727,1012.0,66.9917
360948375,1655.0,66.3417
363634378,1539.0,67.45
363648766#1-AddedOnRampEdge,860.0,68.9833
366053237,1403.0,69.3
367132265,411.0,68.5042
394385111,2916.0,62.5167
394385113,2759.0,62.7917
394385114#1,1422.0,69.4167
394449801#0,1962.0,67.45
394449801#1,3032.0,68.4292
394449803,2604.0,65.975
395336979,1021.0,67.925
395336990,1021.0,67.925
395337004,2076.0,68.225
395343261,1329.0,65.65
395343763,343.0,67.875
395354964#0,2105.0,66.1917
395354964#1,2168.0,66.5833
395354964#2,2015.0,65.725
395362577,904.0,66.0167
395368981#0,2337.0,70.675
395368986,2117.0,71.9
395394468,2050.0,64.5111
395394473,3425.0,66.525
395394478,2910.0,68.325
395439802,1285.0,65.65
395439803,1466.0,68.95
395439805,1300.0,66.6958
42397233,766.0,66.4417
479773092#0,1821.0,68.1
479773092#1,2257.0,69.275
479773095,1595.0,65.5833
479773098,1777.0,60.9333
479773099,789.0,65.4833
5018717,1601.0,59.2
5018720,907.0,63.0667
508060359,1205.0,63.95
508060361,1153.0,62.5333
508060362,1020.0,68.0333
508115737#0,1877.0,67.3417
508115737#1,2320.0,64.9833
508115737#1-AddedOffRampEdge,2007.0,62.9833
508115745,2234.0,68.6861
508115768,2494.0,65.7333
508115808,2935.0,62.8167
508137802,2691.0,53.7917
508479313#0,1249.0,62.5667
508479317,1294.0,70.1
508479326,1559.0,65.6917
508479332#0,1429.0,68.1667
508479336,1868.0,64.2
508479355,1721.0,66.725
508479365#0,2715.0,70.375
508479370#0,2149.0,65.5583
508479370#1,1894.0,67.2917
509721008,1960.0,60.7667
509721010#0-AddedOnRampEdge,2652.0,62.6083
509747240,2058.0,66.9542
509747288,1405.0,66.9417
509747302,1881.0,66.3083
509747310-AddedOnRampEdge,1934.0,67.6667
509747324-AddedOnRampEdge,1315.0,64.8167
509747346,2326.0,63.225
509747348,1447.0,65.4583
509747381,1335.0,67.7083
509747406-AddedOffRampEdge,2781.0,66.4917
517168464,551.0,67.6083
52286756#1,2551.0,68.9
52324493,1488.0,63.1333
544296215#0,1533.0,68.25
544296216-AddedOffRampEdge,2016.0,69.0083
544296218#0,2008.0,60.8833
544296218#1-AddedOnRampEdge,2188.0,63.7
544296218#2,2733.0,63.8833
544296221,1221.0,66.1083
550271868,459.0,67.1708
550284581,2067.0,63.9667
550284584-AddedOffRampEdge,2008.0,70.225
550284598,1017.0,66.1667
550284602,1099.0,62.3333
550284604,881.0,65.3917
550284605,1741.0,62.375
552389451,1342.0,64.275
552389451-AddedOffRampEdge,1316.0,66.025
552603209,2550.0,68.7
552603210,1839.0,67.475
56159747,829.0,68.3417
60759806,1415.0,64.45
617235581,2426.0,68.1667
617235585#0,2939.0,66.9958
617235594,1625.0,66.05
617235603,842.0,68.05
617235606,924.0,67.1458
617235612,550.0,65.0
617259138,951.0,67.3375
617259141,1886.0,67.875
617259144-AddedOnRampEdge,1557.0,69.7917
617259148-AddedOnRampEdge,1736.0,66.1833
617259170,1657.0,30.2417
617259178,1479.0,68.5583
617284141,1274.0,68.175
617284143,932.0,67.3583
617284144#0,738.0,67.7667
617284144#1,1417.0,67.8333
617284145#0-AddedOnRampEdge,1077.0,67.425
617284164,1838.0,65.9417
617284166,1796.0,66.6458
617284173,1760.0,68.3333
617335302,2443.0,62.7917
619042896-AddedOffRampEdge,1906.0,61.65
619042916,2864.0,66.625
619042919,1616.0,64.1167
619042921,3060.0,67.7333
619042924,2082.0,54.575
685973438,1338.0,62.6
687721970,1839.0,64.7333
687721973,957.0,67.6167
687721986,1255.0,65.4417
699542380#1,976.0,65.7958
708314651,1463.0,65.675
711834658,2127.0,63.9806
727202049,2076.0,68.175
768291603,1831.0,71.675
838046085,1962.0,64.675
848429238,1249.0,67.8417
848467540#0,1011.0,65.7958
848467541,702.0,64.7583
848488831,1057.0,68.8
848489711,465.0,67.7
848489712,840.0,63.7167
848501101#0,479.0,68.7
848743564,1019.0,61.7806
848743565,875.0,66.675
848745539#0,1247.0,58.7417
848745539#1,737.0,67.925
848748038,546.0,66.9
848748039,706.0,64.6958
848748039-AddedOffRampEdge,589.0,67.1917
848751591,511.0,65.2833
848754158,381.0,67.425
848767838,727.0,68.8917
848809833,1622.0,68.6333
848809834,1964.0,64.3167
848818561,1890.0,64.9792
848875024#0,2017.0,68.8333
848880058,1029.0,67.025
848920992#0,1237.0,67.1167
849677308#0,2106.0,60.8167
849677308#1,2502.0,59.3
849696784,1858.0,68.8083
849806971#0,1667.0,65.0583
849818316,876.0,66.575
849821064,464.0,67.1333
849833093,2017.0,68.8333
850026981,901.0,68.7333
850032296,2270.0,66.7833
850057340#0,1620.0,64.875
850097346,999.0,63.075
850098170,1190.0,68.05
850134421,836.0,66.0167
850376107,1068.0,67.2167
850378488,688.0,66.7333
850395062,2120.0,63.9917
850615423,1183.0,65.1583
850616213,2420.0,65.3333
850746591,386.0,65.7333
850760258,1021.0,67.925
851520670,1239.0,70.2417
851520671-AddedOffRampEdge,1060.0,64.7167
851541351,761.0,66.5
851544880,766.0,68.075
851548985#1,1021.0,67.8667
