link_id,interval_nVehContrib,interval_harmonicMeanSpeed
28413844,4766.0,61.9167
508115745,4916.0,63.2889
508115768,3379.0,66.15
508115808,3820.0,63.425
508137802,3532.0,58.6167
508479370#1,2506.0,67.925
52286756#1,5921.0,63.75
544296215#0,2040.0,69.6917
544296216-AddedOffRampEdge,2977.0,67.275
544296218#0,4985.0,52.3917
544296218#1-AddedOnRampEdge,5399.0,38.95
544296218#2,6726.0,40.6667
619042896-AddedOffRampEdge,4735.0,62.9667
619042916,3778.0,66.35
619042919,2159.0,63.8083
619042921,6186.0,63.5083
619042924,5090.0,49.6333
849833093,2979.0,67.0917
851550873,2603.0,67.9222
851552197,2697.0,64.2
851556422,2663.0,61.3167
