link_id,interval_nVehContrib,interval_harmonicMeanSpeed
11479094,1884.0,65.1167
119271213,2678.0,64.2583
119271337,2679.0,64.35
119271346,5575.0,60.95
119271357,2482.0,62.2583
123555214,801.0,67.2042
123555228,3707.0,41.5833
123555236,2679.0,64.35
123592887#0,2967.0,53.6958
123592887#1-AddedOffRampEdge,4113.0,58.0333
123592924#1,2714.0,60.525
123867439#1-AddedOnRampEdge,6187.0,62.0083
123867446#1,5157.0,59.425
123867452,4144.0,62.1667
123867453#0,3210.0,68.0167
123867454,4177.0,26.0417
124952143-AddedOnRampEdge,4283.0,28.0583
124952169,4253.0,62.9444
155667053,2876.0,57.35
156778691,1639.0,59.4708
157593042,4326.0,59.9333
157607510,4883.0,61.0917
157607513#1,5764.0,41.925
157607517,3036.0,65.675
157607604-AddedOnRampEdge,2679.0,64.35
157782133,5979.0,57.675
157782136#0,4413.0,61.5583
157782136#1-AddedOnRampEdge,4276.0,64.1083
157806285,5686.0,63.0333
158623068#0,2791.0,67.8333
158623068#1,4338.0,64.525
172165117,4539.0,36.7083
184867222#0,2595.0,65.3583
184867243,2679.0,64.35
22372547,3462.0,57.775
22372559,3457.0,61.6333
23798287,7763.0,43.7333
23798288#1,6100.0,63.275
23807074,2159.0,69.275
23807652#1,4129.0,50.9458
23807653#1,3732.0,66.1917
23820853#1,3401.0,61.85
23955194#0,3959.0,64.7
23955194#1,3261.0,61.9083
23955194#2,3246.0,62.9333
24167679#1,3650.0,25.95
25029732#2,4276.0,54.4917
25657136,3576.0,63.3833
26230999#1,3684.0,56.0917
27829301#1,5473.0,63.2417
27829315#1,7254.0,65.7417
27829315#1-AddedOnRampEdge,5862.0,63.0083
28317586#1,3001.0,57.6
28317747,2468.0,65.6028
28317945,4215.0,42.3
28319413#2,2343.0,65.1
28319423#0,1401.0,65.4333
28319423#1-AddedOffRampEdge,2149.0,64.6583
28319423#2,2499.0,68.0917
28319616,2340.0,65.875
28319618#1,3828.0,25.4
28357386,0.0,63.7
28357402,3557.0,64.375
28357482,1784.0,66.3167
28357727#0,4103.0,63.2333
28357727#0-AddedOffRampEdge,3485.0,58.925
28357727#1,4029.0,68.5167
28358874#1,8202.0,55.8083
28358875#1,5101.0,59.6417
28358961,6620.0,55.275
28359025-AddedOnRampEdge,4755.0,64.8917
28359059#1,6991.0,57.2
28378884#0,6296.0,51.1083
28378888#1-AddedOnRampEdge,5731.0,47.3167
28379295,2591.0,60.725
28379297,2807.0,44.6542
28396115#1,4064.0,60.725
28413844,6999.0,41.575
28414195,3699.0,57.5917
28414204#0,4973.0,46.875
28414349#1,4607.0,61.15
28433582,5164.0,45.1958
28433597,2641.0,60.9833
28433664#1,2601.0,66.1667
28433666#1,4248.0,25.4083
28433994#1,2898.0,62.0875
28434077,2924.0,48.75
28435047,3203.0,66.0458
28435048,2931.0,64.925
28435496,4329.0,57.1833
28435573,4279.0,56.825
28437104,2368.0,60.75
28437190#1,3758.0,65.8833
28437207,2196.0,64.7417
28464124,4265.0,59.975
28464126#1,4889.0,56.0333
28464667,6123.0,60.1333
28464668#1,5113.0,57.2667
28464671-AddedOffRampEdge,6066.0,55.7583
28464671-AddedOnRampEdge,3542.0,59.825
28665765,2674.0,64.1667
28665770#0,2678.0,64.2583
301865758,4030.0,56.1417
301865760,4251.0,60.4167
30583337,2674.0,64.1667
30959001,2016.0,66.2625
30959012,3582.0,21.2958
326409095#1,3239.0,52.475
33104348#0,4622.0,59.3417
334904727,4319.0,59.1917
360948375,4193.0,37.3333
363634378,5575.0,58.225
363648766#1-AddedOnRampEdge,4252.0,54.4583
366053237,5335.0,63.1
367132265,2190.0,64.5292
394385111,4728.0,56.3167
394385113,5458.0,59.1083
394385114#1,3535.0,62.85
394449801#0,3964.0,24.1375
394449801#1,5466.0,21.4375
394449803,6278.0,36.3667
395336979,2678.0,64.2583
395336990,2678.0,64.2583
395337004,4624.0,59.4417
395343261,2850.0,52.95
395343763,1772.0,67.1083
395354964#0,5925.0,55.85
395354964#1,6108.0,55.6167
395354964#2,5744.0,53.825
395362577,2666.0,18.5417
395368981#0,5302.0,65.2
395368986,4882.0,71.2417
395394468,4582.0,60.1167
395394473,5797.0,37.325
395394478,6805.0,36.0833
395439802,4913.0,58.6583
395439803,4801.0,62.725
395439805,4394.0,60.4333
42397233,2937.0,60.5583
479773092#0,5287.0,56.6833
479773092#1,6197.0,57.0167
479773095,4713.0,59.6333
479773098,4699.0,58.6667
479773099,3083.0,61.825
5018717,2921.0,52.1667
5018720,2782.0,53.6667
508060359,3343.0,59.2083
508060361,2563.0,58.2083
508060362,2679.0,64.35
508115737#0,5850.0,51.55
508115737#1,5728.0,57.0
508115737#1-AddedOffRampEdge,4911.0,58.5083
508115745,4835.0,58.275
508115768,4687.0,63.1667
508115808,6387.0,60.675
508137802,4617.0,57.4583
508479313#0,3765.0,44.125
508479317,4955.0,47.875
508479326,4728.0,49.3917
508479332#0,4856.0,35.0917
508479336,4121.0,43.0583
508479355,4864.0,55.9917
508479365#0,3972.0,61.3333
508479370#0,3546.0,59.5333
508479370#1,3669.0,60.4417
509721008,3707.0,60.65
509721010#0-AddedOnRampEdge,6040.0,46.7583
509747240,5621.0,53.5542
509747288,4012.0,64.8167
509747302,5586.0,52.2167
509747310-AddedOnRampEdge,5634.0,54.0083
509747324-AddedOnRampEdge,3800.0,63.425
509747346,4764.0,47.1417
509747348,4156.0,64.5
509747381,4482.0,60.0083
509747406-AddedOffRampEdge,7303.0,45.4167
517168464,2365.0,67.9417
52286756#1,6061.0,55.8583
52324493,3723.0,60.6375
544296215#0,2781.0,65.4167
544296216-AddedOffRampEdge,4666.0,63.7917
544296218#0,4659.0,41.675
544296218#1-AddedOnRampEdge,5020.0,24.9083
