link_id,interval_nVehContrib,interval_harmonicMeanSpeed
28413844,6860.0,47.9167
508115745,5043.0,55.3583
508115768,4935.0,61.8667
508115808,6537.0,62.1167
508137802,4341.0,57.95
508479370#1,3487.0,62.0083
52286756#1,6303.0,52.6583
544296215#0,2574.0,64.75
544296216-AddedOffRampEdge,4918.0,63.675
544296218#0,4460.0,35.0417
544296218#1-AddedOnRampEdge,4606.0,19.2167
544296218#2,6344.0,27.0667
619042896-AddedOffRampEdge,4294.0,48.825
619042916,5410.0,64.875
619042919,2748.0,64.5417
619042921,6669.0,49.8083
619042924,4342.0,27.975
849833093,4919.0,63.4917
851550873,4195.0,64.0083
851552197,3005.0,61.4528
851556422,3286.0,58.1917
