link_id,interval_nVehContrib,interval_harmonicMeanSpeed
11479094,2097.0,65.9917
119271213,2873.0,63.7
119271337,2873.0,63.75
119271346,5455.0,62.2917
119271357,2537.0,61.4417
123555214,819.0,66.9292
123555228,3732.0,38.3417
123555236,2873.0,63.75
123592887#0,2240.0,50.4208
123592887#1-AddedOffRampEdge,4555.0,53.225
123592924#1,2956.0,60.3833
123867439#1-AddedOnRampEdge,6105.0,63.725
123867446#1,5518.0,54.4167
123867452,4601.0,60.6583
123867453#0,3510.0,68.2583
123867454,4128.0,18.1917
124952143-AddedOnRampEdge,3931.0,25.4333
124952169,4603.0,63.6056
155667053,2868.0,50.375
156778691,1745.0,60.075
157593042,4173.0,57.5667
157607510,4968.0,51.9667
157607513#1,5736.0,37.4917
157607517,2933.0,66.0
157607604-AddedOnRampEdge,2873.0,63.75
157782133,6084.0,56.2917
157782136#0,4154.0,62.3667
157782136#1-AddedOnRampEdge,4022.0,64.7
157806285,5682.0,64.0
158623068#0,3171.0,67.3833
158623068#1,4856.0,60.4833
172165117,4404.0,13.625
184867222#0,2722.0,65.2667
184867243,2873.0,63.75
22372547,3910.0,56.25
22372559,3793.0,60.0
23798287,7494.0,31.7292
23798288#1,6066.0,52.4583
23807074,2150.0,69.3833
23807652#1,4017.0,41.5042
23807653#1,3957.0,66.9417
23820853#1,3270.0,61.3083
23955194#0,3927.0,66.9917
23955194#1,3328.0,63.1333
23955194#2,3392.0,64.6833
24167679#1,3454.0,22.5667
25029732#2,3440.0,23.6833
25657136,3499.0,61.9917
26230999#1,4236.0,52.775
27829301#1,5550.0,63.8375
27829315#1,6988.0,40.5833
27829315#1-AddedOnRampEdge,4561.0,37.6667
28317586#1,3056.0,58.35
28317747,2503.0,66.0111
28317945,4279.0,14.2917
28319413#2,2476.0,65.1583
28319423#0,3458.0,61.575
28319423#1-AddedOffRampEdge,3733.0,63.225
28319423#2,2653.0,64.9833
28319616,2478.0,65.7667
28319618#1,4036.0,57.65
28357386,5891.0,36.5917
28357402,3804.0,64.45
28357482,1732.0,66.6833
28357727#0,4377.0,61.3042
28357727#0-AddedOffRampEdge,3748.0,59.7417
28357727#1,4180.0,68.525
28358874#1,7824.0,50.2083
28358875#1,5172.0,60.2417
28358961,6414.0,45.9
28359025-AddedOnRampEdge,4986.0,65.4667
28359059#1,6800.0,46.2417
28378884#0,6872.0,44.1667
28378888#1-AddedOnRampEdge,5673.0,51.4
28379295,2490.0,61.2083
28379297,2917.0,44.0458
28396115#1,4098.0,66.9583
28413844,6860.0,47.9167
28414195,3480.0,35.2917
28414204#0,4645.0,44.5417
28414349#1,4734.0,35.4833
