link_id,interval_nVehContrib,interval_harmonicMeanSpeed
28413844,6065.0,62.85
508115745,4867.0,63.0528
508115768,6065.0,62.85
508115808,5745.0,29.35
508137802,5739.0,29.45
508479370#1,6808.0,57.1333
52286756#1,6060.0,62.3917
544296215#0,4838.0,65.975
544296216-AddedOffRampEdge,5741.0,29.25
544296218#0,3542.0,67.2167
544296218#1-AddedOnRampEdge,3589.0,67.7833
544296218#2,4403.0,66.4917
619042896-AddedOffRampEdge,3613.0,67.7583
619042916,5739.0,29.45
619042919,3956.0,66.45
619042921,6062.0,62.7458
619042924,6065.0,62.85
849833093,5742.0,29.15
851550873,5005.0,58.5111
851552197,4505.0,64.6194
851556422,3337.0,63.7
