link_id,interval_nVehContrib,interval_harmonicMeanSpeed
11479094,3301.0,59.6583
119271213,3339.0,63.8
119271337,3337.0,63.8667
119271346,4045.0,32.0167
119271357,3380.0,58.3917
123555214,1621.0,65.7958
123555228,3750.0,66.425
123555236,3337.0,63.8667
123592887#0,3702.0,48.8208
123592887#1-AddedOffRampEdge,3498.0,60.2667
123592924#1,3511.0,56.8583
123867439#1-AddedOnRampEdge,7790.0,65.7333
123867446#1,5247.0,44.9083
123867452,3797.0,65.0333
123867453#0,3953.0,14.3167
123867454,3554.0,62.425
124952143-AddedOnRampEdge,3579.0,58.1833
124952169,4956.0,22.4667
155667053,3424.0,58.1167
156778691,1764.0,65.025
157593042,5119.0,43.5917
157607510,2809.0,68.0583
157607513#1,3852.0,66.8583
157607517,3572.0,14.975
157607604-AddedOnRampEdge,3337.0,63.8667
157782133,5739.0,29.45
157782136#0,5094.0,65.9
157782136#1-AddedOnRampEdge,5104.0,68.1
157806285,7445.0,64.925
158623068#0,3337.0,63.7
158623068#1,3337.0,63.7
172165117,4402.0,32.6667
184867222#0,3339.0,63.8
184867243,3337.0,63.8667
22372547,4818.0,40.1583
22372559,2699.0,62.3083
23798287,6670.0,63.1
23798288#1,4596.0,63.7
23807074,2881.0,70.325
23807652#1,3956.0,66.45
23807653#1,3411.0,66.6333
23820853#1,3292.0,69.7583
23955194#0,5146.0,21.6417
23955194#1,5742.0,29.15
23955194#2,5000.0,25.675
24167679#1,3337.0,63.7
25029732#2,3957.0,66.55
25657136,2701.0,61.4
26230999#1,3339.0,63.8
27829301#1,6505.0,27.2542
27829315#1,6414.0,67.8167
27829315#1-AddedOnRampEdge,3745.0,64.1167
28317586#1,3339.0,63.8
28317747,3147.0,36.7361
28317945,3555.0,67.7083
28319413#2,4409.0,55.35
28319423#0,4099.0,20.9417
28319423#1-AddedOffRampEdge,3337.0,63.7
28319423#2,4393.0,32.5333
28319616,4288.0,55.9583
28319618#1,3046.0,65.775
28357386,2974.0,68.6417
28357402,3337.0,63.7
28357482,3956.0,29.6167
28357727#0,4079.0,40.6
28357727#0-AddedOffRampEdge,4320.0,43.525
28357727#1,5739.0,29.45
28358874#1,6065.0,62.85
28358875#1,5742.0,29.15
28358961,5666.0,64.725
28359025-AddedOnRampEdge,7673.0,43.4167
28359059#1,5876.0,67.0667
28378884#0,5779.0,62.8
28378888#1-AddedOnRampEdge,5974.0,58.675
28379295,3337.0,63.7
28379297,3338.0,63.8333
28396115#1,6170.0,26.475
28413844,6065.0,62.85
28414195,5742.0,29.15
28414204#0,4683.0,64.1
28414349#1,2886.0,68.0583
28433582,4374.0,46.0208
28433597,3935.0,58.5417
28433664#1,4824.0,45.55
28433666#1,3699.0,53.5667
28433994#1,3339.0,63.8
28434077,3957.0,66.55
28435047,4003.0,59.8167
28435048,3339.0,63.8
28435496,5163.0,48.975
28435573,6155.0,59.9833
28437104,2578.0,63.7167
28437190#1,3337.0,63.7
28437207,3337.0,63.7
28464124,4834.0,20.7667
28464126#1,6062.0,62.2417
28464667,4507.0,67.3833
28464668#1,6094.0,38.025
28464671-AddedOffRampEdge,6062.0,62.2417
28464671-AddedOnRampEdge,5742.0,29.15
28665765,3337.0,63.7
28665770#0,3339.0,63.8
301865758,5742.0,29.15
301865760,5197.0,28.8583
30583337,3337.0,63.7
30959001,3360.0,44.2833
30959012,3024.0,66.2917
326409095#1,2454.0,65.325
33104348#0,3956.0,66.45
334904727,4190.0,62.2708
360948375,3859.0,65.4667
363634378,3383.0,13.1583
363648766#1-AddedOnRampEdge,4280.0,44.7083
366053237,3507.0,16.4167
367132265,3664.0,59.4083
394385111,3334.0,64.1
394385113,3962.0,66.85
394385114#1,2684.0,69.8917
394449801#0,4942.0,66.5125
394449801#1,5614.0,67.7417
394449803,6074.0,61.3917
395336979,3339.0,63.8
395336990,3339.0,63.8
395337004,3957.0,66.55
395343261,3957.0,66.55
395343763,3460.0,24.7
395354964#0,4985.0,65.1333
395354964#1,5198.0,64.3833
395354964#2,4914.0,64.6833
395362577,3261.0,63.025
395368981#0,7902.0,64.8333
395368986,6302.0,71.5083
395394468,4077.0,64.4472
395394473,6065.0,62.85
395394478,6413.0,63.4917
395439802,3115.0,14.4833
395439803,5459.0,42.1583
395439805,4679.0,48.7042
42397233,2889.0,61.225
479773092#0,4372.0,67.4083
479773092#1,4352.0,70.5167
479773095,5953.0,30.1917
479773098,3337.0,63.7
479773099,3609.0,25.3333
5018717,3337.0,63.8667
5018720,2774.0,40.2917
508060359,3757.0,61.5667
508060361,3337.0,63.8667
508060362,3337.0,63.8667
508115737#0,4997.0,67.4167
508115737#1,6062.0,62.2417
508115737#1-AddedOffRampEdge,3956.0,66.45
508115745,4867.0,63.0528
508115768,6065.0,62.85
508115808,5745.0,29.35
508137802,5739.0,29.45
508479313#0,3957.0,66.55
508479317,3833.0,55.3083
508479326,5117.0,51.05
508479332#0,4672.0,25.075
508479336,3956.0,66.45
508479355,3962.0,67.15
508479365#0,5587.0,13.6583
508479370#0,3573.0,14.8167
508479370#1,6808.0,57.1333
509721008,5742.0,29.15
509721010#0-AddedOnRampEdge,6065.0,62.85
509747240,3068.0,67.7625
509747288,6010.0,43.6417
509747302,4205.0,67.8167
