link_id,interval_nVehContrib,interval_harmonicMeanSpeed
28413844,5352.0,58.0667
508115745,5093.0,62.5056
508115768,3364.0,66.0417
508115808,3858.0,63.05
508137802,3713.0,52.7667
508479370#1,2679.0,66.6167
52286756#1,6111.0,63.0583
544296215#0,2168.0,67.65
544296216-AddedOffRampEdge,3196.0,66.875
544296218#0,5062.0,53.95
544296218#1-AddedOnRampEdge,5444.0,39.7417
544296218#2,6802.0,40.7417
619042896-AddedOffRampEdge,4855.0,62.2667
619042916,3819.0,64.95
619042919,2309.0,63.15
619042921,6434.0,62.5875
619042924,5050.0,51.0
849833093,3198.0,66.6833
851550873,2714.0,67.6472
851552197,2789.0,63.1639
851556422,2790.0,58.625
