link_id,interval_nVehContrib,interval_harmonicMeanSpeed
11479094,811.0,66.325
119271213,2051.0,66.3083
119271337,2051.0,66.4167
119271346,3465.0,67.7083
119271357,1258.0,67.8917
123555214,453.0,67.05
123555228,4446.0,60.6333
123555236,2051.0,66.4167
123592887#0,2170.0,59.5333
123592887#1-AddedOffRampEdge,3935.0,56.0083
123592924#1,1206.0,65.775
123867439#1-AddedOnRampEdge,5617.0,63.45
123867446#1,4207.0,62.6667
123867452,3646.0,63.3958
123867453#0,879.0,67.95
123867454,3912.0,60.575
124952143-AddedOnRampEdge,4673.0,50.1083
124952169,2018.0,66.8806
155667053,1303.0,67.975
156778691,1907.0,61.9417
157593042,2481.0,64.8917
157607510,5317.0,61.675
157607513#1,6124.0,49.575
157607517,1778.0,69.1333
157607604-AddedOnRampEdge,2051.0,66.4167
157782133,3235.0,67.5083
157782136#0,3930.0,65.7333
157782136#1-AddedOnRampEdge,3727.0,65.3417
157806285,3503.0,67.2333
158623068#0,2052.0,66.2417
158623068#1,2052.0,66.2417
172165117,2924.0,63.8333
184867222#0,2051.0,66.3083
184867243,2051.0,66.4167
22372547,1249.0,66.5083
22372559,2449.0,65.225
23798287,6167.0,61.4208
23798288#1,6118.0,63.4167
23807074,1889.0,69.5167
23807652#1,5106.0,61.2583
23807653#1,4010.0,68.5167
23820853#1,4014.0,66.425
23955194#0,2671.0,68.0583
23955194#1,3242.0,66.8167
23955194#2,2431.0,67.0917
24167679#1,2052.0,66.2417
25029732#2,5108.0,61.3417
25657136,2472.0,66.9417
26230999#1,2051.0,66.3083
27829301#1,2845.0,68.5958
27829315#1,6085.0,69.4917
27829315#1-AddedOnRampEdge,2043.0,66.9833
28317586#1,2051.0,66.3083
28317747,1362.0,66.9528
28317945,4068.0,67.7
28319413#2,943.0,66.6667
28319423#0,954.0,66.45
28319423#1-AddedOffRampEdge,2052.0,66.2417
28319423#2,901.0,67.0167
28319616,939.0,66.375
28319618#1,3785.0,62.8417
28357386,4360.0,65.8417
28357402,2052.0,66.2417
28357482,752.0,66.9917
28357727#0,1739.0,66.0167
28357727#0-AddedOffRampEdge,1282.0,61.9583
28357727#1,3235.0,67.5083
28358874#1,6140.0,63.575
28358875#1,3242.0,66.8167
28358961,5654.0,64.0083
28359025-AddedOnRampEdge,2317.0,65.625
28359059#1,6019.0,64.6375
28378884#0,4857.0,65.1917
28378888#1-AddedOnRampEdge,3932.0,62.6833
28379295,2052.0,66.2417
28379297,2051.0,66.3625
28396115#1,1839.0,68.0667
28413844,6140.0,63.575
28414195,3242.0,66.8167
28414204#0,4355.0,62.8667
28414349#1,5098.0,63.3333
28433582,5009.0,60.5375
28433597,1626.0,65.475
28433664#1,1183.0,66.6417
28433666#1,4430.0,52.975
28433994#1,2051.0,66.3083
28434077,5108.0,61.3417
28435047,1664.0,67.8042
28435048,2051.0,66.3083
28435496,2413.0,62.8708
28435573,4149.0,63.0583
28437104,2922.0,62.8167
28437190#1,2052.0,66.2417
28437207,2052.0,66.2417
28464124,3486.0,61.8417
28464126#1,6140.0,62.9333
28464667,5102.0,65.9833
28464668#1,3076.0,65.9333
28464671-AddedOffRampEdge,6140.0,62.9333
28464671-AddedOnRampEdge,3242.0,66.8167
28665765,2052.0,66.2417
28665770#0,2051.0,66.3083
301865758,3242.0,66.8167
301865760,3423.0,64.5917
30583337,2052.0,66.2417
30959001,1390.0,65.8875
30959012,3904.0,59.0292
326409095#1,2927.0,65.5833
33104348#0,5106.0,61.2583
334904727,3354.0,64.5667
360948375,4912.0,52.125
363634378,3802.0,65.8167
363648766#1-AddedOnRampEdge,2389.0,60.2167
366053237,3581.0,68.175
367132265,890.0,67.8
394385111,2051.0,66.6333
394385113,5105.0,61.625
394385114#1,3948.0,63.4167
394449801#0,5282.0,59.85
394449801#1,5861.0,53.6292
394449803,6411.0,53.9667
395336979,2051.0,66.3083
395336990,2051.0,66.3083
395337004,5108.0,61.3417
395343261,5108.0,61.3417
395343763,430.0,66.7667
395354964#0,6100.0,61.6833
395354964#1,6126.0,61.5333
395354964#2,5854.0,58.6333
395362577,3096.0,63.5
395368981#0,3401.0,67.95
395368986,3195.0,71.6917
395394468,2426.0,65.0028
395394473,6140.0,63.575
395394478,6931.0,55.2583
395439802,2935.0,65.5917
395439803,2730.0,64.1167
395439805,2577.0,63.9458
42397233,2534.0,64.8417
479773092#0,5175.0,61.45
479773092#1,5439.0,64.4167
479773095,2677.0,65.625
479773098,2052.0,66.2417
479773099,1422.0,65.375
5018717,2051.0,66.4167
5018720,2348.0,37.0167
508060359,1712.0,66.7083
508060361,2051.0,66.4167
508060362,2051.0,66.4167
508115737#0,4852.0,65.75
508115737#1,6140.0,62.9333
508115737#1-AddedOffRampEdge,5106.0,61.2583
508115745,5104.0,62.5333
508115768,6140.0,63.575
508115808,3236.0,67.2083
508137802,3235.0,67.5083
508479313#0,5108.0,61.3417
508479317,3473.0,67.775
508479326,4336.0,63.6
508479332#0,3068.0,65.3083
508479336,5106.0,61.2583
508479355,5111.0,61.875
508479365#0,3271.0,67.4333
508479370#0,1780.0,68.4667
508479370#1,2624.0,62.5583
509721008,3242.0,66.8167
509721010#0-AddedOnRampEdge,6140.0,63.575
509747240,5982.0,59.0
509747288,2238.0,67.275
509747302,5280.0,59.7167
509747310-AddedOnRampEdge,5323.0,61.2
509747324-AddedOnRampEdge,2171.0,66.8083
509747346,6140.0,62.9333
509747348,2052.0,66.2417
509747381,2577.0,66.625
509747406-AddedOffRampEdge,6827.0,60.7167
517168464,838.0,67.0167
52286756#1,6140.0,63.0917
52324493,2051.0,66.3625
544296215#0,2080.0,69.3417
544296216-AddedOffRampEdge,3238.0,67.0083
544296218#0,5278.0,57.275
544296218#1-AddedOnRampEdge,5383.0,41.2083
544296218#2,6859.0,43.1333
544296221,3309.0,64.7333
550271868,781.0,66.9
550284581,4434.0,63.9667
550284584-AddedOffRampEdge,4509.0,66.6583
550284598,3153.0,59.8333
550284602,3199.0,58.725
550284604,1507.0,65.0417
550284605,5108.0,61.3417
552389451,3166.0,62.9667
552389451-AddedOffRampEdge,3161.0,62.5167
552603209,6140.0,62.9333
552603210,3478.0,63.425
56159747,2790.0,66.7167
60759806,3810.0,64.3083
617235581,5705.0,58.6333
617235585#0,6140.0,63.575
617235594,3235.0,67.5083
617235603,3100.0,66.2167
617235606,2029.0,66.6792
617235612,980.0,66.4
617259138,3304.0,64.9917
617259141,3750.0,64.7917
617259144-AddedOnRampEdge,2445.0,70.4583
617259148-AddedOnRampEdge,2616.0,66.4167
617259170,2105.0,43.3917
617259178,2766.0,66.8583
617284141,4400.0,64.0417
617284143,3263.0,66.3583
617284144#0,1047.0,67.2833
617284144#1,1575.0,62.8417
617284145#0-AddedOnRampEdge,3882.0,67.3833
617284164,3568.0,64.15
617284166,4156.0,63.8625
617284173,4373.0,65.3625
617335302,4633.0,60.35
619042896-AddedOffRampEdge,4811.0,64.325
619042916,3235.0,67.5083
619042919,5106.0,61.2583
619042921,6141.0,63.4542
619042924,6140.0,63.575
685973438,2607.0,62.6917
687721970,5106.0,61.2583
687721973,3617.0,66.8417
687721986,2044.0,67.4
699542380#1,2052.0,66.275
708314651,6014.0,57.8917
711834658,2711.0,63.4639
727202049,5106.0,61.2583
768291603,4918.0,66.55
838046085,1661.0,67.4083
848429238,2498.0,67.4083
848467540#0,3658.0,62.9125
848467541,5108.0,61.3417
848488831,3689.0,66.4583
848489711,726.0,67.1708
848489712,2051.0,66.3083
848501101#0,814.0,68.2833
848743564,3365.0,61.4694
848743565,2979.0,63.875
848745539#0,5108.0,61.3417
848745539#1,2455.0,65.9417
848748038,1150.0,65.9833
848748039,1362.0,66.2625
848748039-AddedOffRampEdge,1266.0,66.5
848751591,1168.0,66.6167
848754158,809.0,67.1667
848767838,2014.0,67.675
848809833,4071.0,67.1333
848809834,5106.0,61.2583
848818561,4599.0,61.9458
848875024#0,3242.0,66.8167
848880058,4041.0,65.1
848920992#0,4363.0,61.7583
849677308#0,3115.0,56.4333
849677308#1,2052.0,66.2417
849696784,4717.0,64.5833
849806971#0,2052.0,66.2417
849818316,2494.0,64.4833
849821064,640.0,67.1667
849833093,3242.0,66.8167
850026981,2052.0,66.2417
850032296,5640.0,58.1667
850057340#0,5417.0,62.9333
850097346,2052.0,66.2417
850098170,4031.0,66.1417
850134421,1228.0,65.9583
850376107,3863.0,64.2833
850378488,966.0,66.4583
850395062,5316.0,62.25
850615423,2873.0,66.1417
850616213,6140.0,62.9333
850746591,2424.0,66.5875
850760258,2051.0,66.3083
851520670,1720.0,67.6417
851520671-AddedOffRampEdge,2052.0,66.2417
851541351,1032.0,67.4083
851544880,1134.0,67.5583
851548985#1,2052.0,66.2417
851550873,2710.0,66.825
851552197,4045.0,63.6028
851553864,3565.0,61.6083
851555734,4322.0,63.3417
851556422,2052.0,66.2417
851560451,3336.0,63.425
851561436,3242.0,66.8167
851568240,5445.0,64.3583
851569274,926.0,62.8333
854162451,3242.0,66.8167
854215625,4871.0,63.8333
860646752-AddedOffRampEdge,4257.0,65.7583
861059531,2698.0,68.575
863751890,6137.0,64.05
863754537,6141.0,63.3333
867203204,1920.0,70.3083
867204829,2233.0,66.0167
867204830-AddedOffRampEdge,2263.0,66.95
867208766,4798.0,61.0167
867246178,5983.0,60.5292
867247243,2384.0,65.8208
867251845#0,867.0,66.75
867256162#0,4309.0,62.5167
867256162#3,2494.0,66.1042
867256163,4613.0,64.275
867259033,2280.0,67.0083
867262165#0,748.0,66.7833
867290381,3937.0,63.075
8954447,2182.0,65.6667
95265016#1,2051.0,66.3083
