link_id,interval_nVehContrib,interval_harmonicMeanSpeed
11479094,3255.0,59.3667
119271213,3327.0,63.4917
119271337,3329.0,63.5583
119271346,3824.0,39.7667
119271357,3313.0,57.4833
123555214,1269.0,66.6417
123555228,3923.0,64.6208
123555236,3329.0,63.5583
123592887#0,3644.0,48.0583
123592887#1-AddedOffRampEdge,3411.0,57.8833
123592924#1,2351.0,42.1333
123867439#1-AddedOnRampEdge,3438.0,32.6917
123867446#1,5295.0,49.7583
123867452,3530.0,65.975
123867453#0,3649.0,16.1083
123867454,3670.0,62.6083
124952143-AddedOnRampEdge,3428.0,61.725
124952169,4460.0,21.1806
155667053,3188.0,53.3917
156778691,1419.0,65.0167
157593042,4777.0,43.5167
157607510,2686.0,68.275
157607513#1,3677.0,67.6667
157607517,3414.0,14.125
157607604-AddedOnRampEdge,3329.0,63.5583
157782133,5491.0,33.6667
157782136#0,3612.0,65.4667
157782136#1-AddedOnRampEdge,3655.0,67.2417
157806285,7594.0,63.9167
158623068#0,3273.0,65.75
158623068#1,4011.0,45.5583
172165117,4342.0,42.5417
184867222#0,3096.0,55.45
184867243,3329.0,63.5583
22372547,4519.0,39.2333
22372559,2468.0,62.5083
23798287,6811.0,62.7458
23798288#1,6009.0,63.075
23807074,2900.0,70.0667
23807652#1,4173.0,65.85
23807653#1,3916.0,68.0917
23820853#1,3367.0,68.3
23955194#0,4724.0,35.3417
23955194#1,4588.0,41.475
23955194#2,4486.0,41.2667
24167679#1,4429.0,60.775
25029732#2,4137.0,59.325
25657136,1769.0,64.825
26230999#1,4551.0,48.175
27829301#1,4906.0,18.4792
27829315#1,7187.0,63.625
27829315#1-AddedOnRampEdge,5273.0,62.7333
28317586#1,3311.0,59.525
28317747,2690.0,23.3056
28317945,3422.0,67.6167
28319413#2,4445.0,57.3167
28319423#0,3840.0,17.7792
28319423#1-AddedOffRampEdge,3976.0,54.975
28319423#2,4387.0,36.4417
28319616,4354.0,56.425
28319618#1,3583.0,64.3917
28357386,2979.0,70.175
28357402,4331.0,50.4583
28357482,4015.0,29.0667
28357727#0,4147.0,27.9708
28357727#0-AddedOffRampEdge,4061.0,43.1083
28357727#1,4740.0,51.2833
28358874#1,3128.0,30.4583
28358875#1,6105.0,33.1333
28358961,5761.0,60.4333
